emp_id,age,department,job_role,education_field,monthly_income,total_working_years,years_at_company,overtime,job_satisfaction,work_life_balance,distance_from_home,marital_status,attrition
E11066,49,Sales,Executive,Engineering,14734,33.0,1,No,4,4,29.0,Single,No
E11067,38,Sales,Specialist,Life Sciences,7874,7.0,2,No,3,4,4.0,Single,No
E11068,33,Sales,Manager,Life Sciences,7711,7.0,3,No,3,4,16.0,Single,No
E11069,42,Sales,Specialist,Marketing,8487,3.0,3,No,4,4,,Single,No
E11070,47,Sales,Representative,Engineering,7460,,3,Yes,1,1,22.0,Single,Yes
E11071,40,Sales,Specialist,Technical Degree,8339,11.0,4,Yes,4,1,18.0,Married,No
E11072,43,Sales,Specialist,Life Sciences,8207,6.0,1,Yes,1,2,18.0,Divorced,Yes
E11073,36,Sales,Executive,Engineering,10708,8.0,8,Yes,4,3,8.0,Divorced,No
E11074,36,HR,Specialist,Life Sciences,8704,14.0,5,Yes,1,1,10.0,Divorced,Yes
E11075,38,R&D,Manager,Marketing,9844,9.0,9,Yes,2,1,5.0,Single,Yes
E11076,30,Sales,Specialist,Life Sciences,7344,10.0,1,Yes,1,3,7.0,Single,Yes
E11077,32,R&D,Technician,Engineering,5600,,1,No,4,3,17.0,Single,Yes
E11078,49,Sales,Technician,Engineering,5648,4.0,4,Yes,2,1,6.0,Married,No
E11079,55,HR,Specialist,Technical Degree,8446,17.0,3,No,1,4,11.0,Single,No
E11080,51,R&D,Specialist,Other,7759,5.0,5,No,2,2,27.0,Married,No
E11081,25,Sales,Representative,Life Sciences,5173,4.0,4,No,2,2,10.0,Single,No
E11082,24,R&D,Specialist,Life Sciences,6577,1.0,1,No,3,3,7.0,Single,Yes
E11083,26,HR,Specialist,Marketing,9365,15.0,2,No,4,4,26.0,Divorced,No
E11084,38,HR,Specialist,Medical,7517,5.0,2,No,3,3,7.0,Married,No
E11085,20,R&D,Executive,Life Sciences,11798,21.0,2,Yes,4,2,10.0,Divorced,No
E11086,32,R&D,Technician,Technical Degree,5831,4.0,4,No,1,2,13.0,Married,No
E11087,50,Sales,Specialist,Marketing,9389,3.0,3,No,3,4,3.0,Divorced,No
E11088,46,HR,Technician,Life Sciences,5060,4.0,2,No,2,2,28.0,Married,No
E11089,32,Sales,Manager,Marketing,10967,8.0,2,No,3,2,25.0,Divorced,No
E11090,33,HR,Specialist,Other,10587,31.0,2,No,3,4,28.0,Single,No
E11091,42,R&D,Technician,Medical,7811,19.0,19,Yes,2,2,9.0,Married,Yes
E11092,45,R&D,Specialist,Engineering,8394,15.0,3,Yes,4,3,5.0,Married,No
E11093,32,R&D,Technician,Life Sciences,7428,22.0,6,No,1,3,25.0,Married,Yes
E11094,35,Sales,Specialist,Life Sciences,5867,7.0,7,No,1,3,16.0,Divorced,No
E11095,32,Sales,Technician,Life Sciences,5912,5.0,2,Yes,2,3,29.0,Divorced,No
E11096,25,Sales,Manager,Medical,10970,16.0,6,No,4,1,11.0,Married,No
E11097,35,Sales,Representative,Technical Degree,5679,8.0,6,Yes,4,2,23.0,Married,No
E11098,34,R&D,Specialist,Medical,6599,4.0,2,No,3,2,23.0,Married,Yes
E11099,26,Sales,Representative,Other,3908,0.0,0,No,1,3,25.0,Divorced,No
E11100,43,Sales,Specialist,Engineering,7335,4.0,4,No,4,2,18.0,Married,No
E11101,41,HR,Technician,Technical Degree,7269,11.0,4,Yes,2,1,26.0,Single,Yes
E11102,43,HR,Specialist,Medical,8194,4.0,4,No,1,1,15.0,Married,No
E11103,30,HR,Representative,Life Sciences,4691,14.0,1,No,2,1,5.0,Single,Yes
E11104,20,HR,Manager,Medical,7913,2.0,2,Yes,4,4,8.0,Married,No
E11105,41,Sales,Specialist,Engineering,7862,4.0,4,Yes,3,3,8.0,Single,No
E11106,31,Sales,Executive,Medical,11511,22.0,3,No,1,2,19.0,Married,No
E11107,29,R&D,Manager,Marketing,10007,15.0,7,No,4,1,,Married,No
E11108,26,R&D,Specialist,Engineering,7923,8.0,3,Yes,4,1,28.0,Single,Yes
E11109,35,Sales,Representative,Marketing,5729,8.0,5,No,2,2,4.0,Single,No
E11110,51,R&D,Representative,Marketing,5868,4.0,4,No,1,2,20.0,Married,No
E11111,32,Sales,Specialist,Engineering,7467,17.0,6,Yes,4,4,18.0,Single,No
E11112,27,Sales,Representative,Engineering,6166,17.0,9,No,3,1,22.0,Married,No
E11113,43,R&D,Technician,Life Sciences,6596,7.0,3,Yes,1,1,12.0,Divorced,Yes
E11114,39,R&D,Specialist,Marketing,8206,7.0,6,Yes,2,4,,Divorced,No
E11115,20,R&D,Technician,Technical Degree,5074,5.0,5,Yes,3,4,8.0,Divorced,Yes
E11116,43,Sales,Technician,Other,7630,9.0,1,No,4,2,28.0,Divorced,No
E11117,56,HR,Representative,Marketing,5622,1.0,1,No,4,3,26.0,Married,No
E11118,20,Sales,Specialist,Medical,6931,7.0,7,No,4,2,9.0,Single,No
E11119,26,Sales,Technician,Life Sciences,8050,15.0,12,No,4,4,27.0,Single,No
E11120,20,HR,Manager,Medical,7324,9.0,6,No,2,3,21.0,Divorced,No
E11121,36,HR,Manager,Engineering,7804,12.0,6,Yes,3,4,13.0,Married,No
E11122,46,HR,Manager,Life Sciences,10873,10.0,2,No,1,1,22.0,Single,Yes
E11123,38,R&D,Representative,Marketing,5776,9.0,9,No,4,4,1.0,Married,No
E11124,50,R&D,Representative,Engineering,6673,8.0,7,No,3,3,6.0,Married,No
E11125,44,R&D,Technician,Medical,7218,14.0,2,No,3,3,1.0,Married,No
E11126,52,Sales,Executive,Technical Degree,11825,7.0,2,No,3,1,14.0,Divorced,No
E11127,47,R&D,Specialist,Life Sciences,7889,3.0,3,No,3,1,5.0,Married,No
E11128,33,Sales,Specialist,Life Sciences,9599,18.0,4,Yes,2,3,13.0,Divorced,Yes
E11129,38,Sales,Specialist,Technical Degree,8585,13.0,4,No,3,2,25.0,Married,No
E11130,29,R&D,Specialist,Medical,7521,1.0,1,No,2,4,5.0,Married,No
E11131,35,R&D,Technician,Engineering,5977,10.0,3,Yes,2,2,15.0,Divorced,Yes
E11132,38,Sales,Technician,Life Sciences,5850,1.0,1,No,4,1,3.0,Divorced,No
E11133,36,Sales,Manager,Medical,7678,3.0,3,No,1,4,28.0,Single,No
E11134,49,R&D,Manager,Marketing,9552,10.0,7,No,1,4,4.0,Single,No
E11135,34,Sales,Manager,Engineering,11308,18.0,1,Yes,3,1,3.0,Married,No
E11136,29,HR,Specialist,Life Sciences,10308,27.0,10,No,3,2,20.0,Married,No
E11137,29,R&D,Representative,Technical Degree,7145,22.0,6,No,1,2,12.0,Married,No
E11138,43,R&D,Technician,Medical,6806,2.0,2,Yes,1,1,28.0,Divorced,Yes
E11139,24,R&D,Representative,Other,5921,24.0,5,Yes,2,2,26.0,Single,Yes
E11140,35,R&D,Executive,Medical,12646,14.0,2,No,3,3,14.0,Married,No
E11141,49,Sales,Specialist,Other,8489,14.0,2,Yes,1,1,6.0,Single,No
E11142,40,R&D,Manager,Engineering,7608,5.0,3,Yes,1,3,19.0,Divorced,Yes
E11143,36,R&D,Representative,Medical,5288,11.0,9,No,2,3,5.0,Divorced,No
E11144,37,Sales,Technician,Engineering,6077,10.0,3,No,4,3,23.0,Married,No
E11145,28,HR,Specialist,Medical,6723,,7,No,2,4,17.0,Single,No
E11146,29,R&D,Executive,Life Sciences,10419,12.0,12,No,1,3,19.0,Married,No
E11147,35,R&D,Executive,Life Sciences,11476,8.0,8,No,3,2,27.0,Married,No
E11148,39,HR,Technician,Technical Degree,5702,7.0,4,No,4,1,22.0,Married,No
E11149,46,HR,Representative,Technical Degree,4158,8.0,1,Yes,2,2,26.0,Divorced,Yes
E11150,38,R&D,Technician,Engineering,7638,17.0,6,No,4,3,18.0,Divorced,No
E11151,49,R&D,Technician,Marketing,6785,14.0,7,No,4,3,24.0,Married,No
E11152,51,R&D,Manager,Life Sciences,12177,16.0,9,No,2,3,,Married,Yes
E11153,44,R&D,Manager,Life Sciences,9460,11.0,6,No,3,3,12.0,Single,No
E11154,48,R&D,Specialist,Technical Degree,5851,4.0,1,Yes,1,1,18.0,Married,Yes
E11155,28,R&D,Manager,Life Sciences,8705,5.0,0,No,1,1,5.0,Married,Yes
E11156,27,Sales,Technician,Other,5723,14.0,10,No,3,4,13.0,Single,No
E11157,42,HR,Technician,Engineering,6612,,8,No,4,1,4.0,Single,No
E11158,25,HR,Manager,Marketing,9887,16.0,2,No,3,3,18.0,Single,No
E11159,34,Sales,Representative,Medical,5634,8.0,2,Yes,4,4,20.0,Single,No
E11160,44,R&D,Specialist,Engineering,7616,9.0,9,Yes,2,3,9.0,Married,No
E11161,50,Sales,Specialist,Life Sciences,7877,9.0,9,Yes,4,4,26.0,Married,No
E11162,35,Sales,Specialist,Technical Degree,7329,2.0,2,No,1,1,2.0,Married,Yes
E11163,31,R&D,Specialist,Medical,6604,3.0,2,Yes,1,1,26.0,Married,Yes
E11164,40,Sales,Specialist,Life Sciences,8355,12.0,3,No,4,1,10.0,Married,No
E11165,27,R&D,Executive,Marketing,11260,6.0,3,No,1,4,13.0,Divorced,No
E11166,35,R&D,Specialist,Engineering,6132,1.0,1,No,3,2,6.0,Married,No
E11167,37,R&D,Representative,Engineering,5987,9.0,5,Yes,4,3,20.0,Divorced,No
E11168,37,Sales,Manager,Life Sciences,9169,4.0,2,No,3,1,8.0,Married,No
E11169,38,Sales,Manager,Engineering,7741,3.0,3,No,1,1,13.0,Married,No
E11170,29,R&D,Manager,Technical Degree,6667,2.0,2,No,3,3,4.0,Single,Yes
E11171,30,HR,Technician,Medical,5620,,3,No,4,2,25.0,Married,Yes
E11172,30,R&D,Manager,Other,7575,1.0,1,Yes,3,3,26.0,Divorced,Yes
E11173,22,Sales,Representative,Medical,6392,4.0,4,Yes,3,1,19.0,Divorced,No
E11174,40,R&D,Executive,Other,12274,12.0,2,No,1,1,7.0,Divorced,Yes
E11175,45,R&D,Executive,Marketing,10626,10.0,8,No,1,2,15.0,Single,Yes
E11176,44,R&D,Technician,Marketing,5820,16.0,15,Yes,4,4,5.0,Married,No
E11177,35,Sales,Specialist,Other,6750,11.0,3,No,4,2,27.0,Married,No
E11178,30,R&D,Specialist,Marketing,6493,0.0,0,No,1,3,17.0,Married,No
E11179,44,R&D,Specialist,Engineering,7267,6.0,6,No,2,1,19.0,Single,Yes
E11180,43,HR,Technician,Medical,6844,6.0,6,Yes,1,2,25.0,Divorced,Yes
E11181,39,Sales,Specialist,Technical Degree,6071,3.0,3,No,2,1,29.0,Divorced,Yes
E11182,53,R&D,Manager,Medical,9757,2.0,2,Yes,3,4,25.0,Married,No
E11183,37,HR,Representative,Marketing,6642,12.0,12,No,4,2,21.0,Single,No
E11184,35,Sales,Manager,Medical,10643,8.0,7,No,3,2,5.0,Single,No
E11185,33,HR,Representative,Other,5316,3.0,3,Yes,3,1,11.0,Married,No
E11186,23,R&D,Technician,Engineering,4346,2.0,2,No,1,4,4.0,Single,No
E11187,43,Sales,Specialist,Marketing,9660,14.0,14,Yes,4,1,14.0,Divorced,No
E11188,36,Sales,Manager,Engineering,9777,12.0,3,No,2,3,4.0,Married,No
E11189,42,R&D,Manager,Marketing,9829,12.0,9,No,1,3,4.0,Married,No
E11190,54,Sales,Technician,Marketing,7368,12.0,6,No,1,4,2.0,Married,No
E11191,33,R&D,Technician,Engineering,7716,12.0,11,No,3,3,7.0,Single,No
E11192,20,Sales,Technician,Engineering,7073,11.0,3,No,2,1,19.0,Divorced,No
E11193,41,R&D,Representative,Marketing,6146,5.0,1,No,1,2,1.0,Married,No
E11194,39,Sales,Technician,Engineering,7608,,12,No,4,3,12.0,Divorced,No
E11195,30,HR,Specialist,Engineering,7735,8.0,1,Yes,2,4,27.0,Married,Yes
E11196,41,HR,Specialist,Technical Degree,6378,4.0,2,No,1,4,26.0,Married,No
E11197,44,HR,Representative,Life Sciences,6932,8.0,1,No,3,1,19.0,Single,No
E11198,28,R&D,Specialist,Life Sciences,6159,17.0,9,No,1,3,25.0,Married,No
E11199,34,Sales,Manager,Other,9578,9.0,2,Yes,2,3,12.0,Married,Yes
E11200,50,R&D,Technician,Engineering,6941,10.0,6,Yes,3,3,9.0,Married,No
E11201,31,Sales,Specialist,Life Sciences,8742,3.0,2,No,1,4,26.0,Married,Yes
E11202,38,Sales,Representative,Marketing,4543,4.0,1,No,2,4,7.0,Single,No
E11203,20,Sales,Technician,Medical,6658,8.0,8,No,2,4,1.0,Divorced,Yes
E11204,24,R&D,Manager,Technical Degree,9254,7.0,7,Yes,3,2,6.0,Divorced,Yes
E11205,38,R&D,Representative,Technical Degree,5352,6.0,3,Yes,3,1,10.0,Single,Yes
E11206,48,R&D,Specialist,Medical,5614,3.0,3,No,4,2,1.0,Divorced,No
E11207,25,R&D,Specialist,Engineering,6921,4.0,1,No,4,4,18.0,Single,No
E11208,38,Sales,Specialist,Engineering,7085,2.0,2,Yes,1,3,3.0,Married,Yes
E11209,34,HR,Manager,Life Sciences,8891,5.0,2,Yes,4,3,11.0,Married,No
E11210,46,R&D,Executive,Engineering,12700,7.0,7,No,4,2,27.0,Divorced,No
E11211,26,R&D,Manager,Medical,10144,7.0,1,No,3,4,14.0,Single,No
E11212,41,Sales,Specialist,Marketing,8615,17.0,5,No,1,4,6.0,Married,No
E11213,31,R&D,Specialist,Engineering,7547,1.0,1,No,2,4,11.0,Married,No
E11214,39,R&D,Technician,Technical Degree,9303,23.0,4,No,3,3,7.0,Single,Yes
E11215,38,Sales,Representative,Engineering,5790,12.0,8,Yes,2,3,8.0,Married,No
E11216,35,Sales,Specialist,Life Sciences,6585,8.0,3,No,4,4,25.0,Single,No
E11217,41,R&D,Specialist,Marketing,6120,4.0,2,No,4,2,23.0,Married,No
E11218,37,R&D,Specialist,Life Sciences,8123,5.0,5,No,4,1,22.0,Divorced,No
E11219,36,Sales,Specialist,Life Sciences,7715,12.0,1,No,2,3,5.0,Divorced,No
E11220,34,HR,Technician,Engineering,5052,4.0,2,No,1,3,26.0,Divorced,No
E11221,38,Sales,Technician,Life Sciences,7766,13.0,2,No,3,1,18.0,Married,No
E11222,39,R&D,Specialist,Medical,7228,7.0,7,No,4,4,15.0,Single,No
E11223,28,HR,Specialist,Technical Degree,6243,7.0,4,No,4,2,24.0,Married,No
E11224,34,R&D,Manager,Life Sciences,11307,12.0,12,Yes,1,2,21.0,Single,No
E11225,28,R&D,Technician,Life Sciences,6352,3.0,3,No,3,4,26.0,Divorced,No
E11226,37,Sales,Manager,Medical,8756,6.0,2,No,1,3,18.0,Single,Yes
E11227,32,Sales,Representative,Other,4914,7.0,7,Yes,1,4,3.0,Divorced,No
E11228,44,HR,Technician,Engineering,6682,11.0,2,Yes,4,3,10.0,Single,Yes
E11229,43,R&D,Specialist,Life Sciences,9303,16.0,4,No,4,2,26.0,Divorced,No
E11230,29,HR,Technician,Medical,6455,3.0,1,No,1,3,28.0,Single,No
E11231,37,Sales,Representative,Marketing,4897,8.0,8,Yes,2,2,15.0,Single,Yes
E11232,43,Sales,Technician,Engineering,4266,2.0,2,No,4,2,23.0,Married,No
E11233,35,Sales,Specialist,Marketing,7204,7.0,7,No,3,2,26.0,Single,No
E11234,30,R&D,Specialist,Engineering,6631,10.0,7,No,4,3,8.0,Married,No
E11235,27,Sales,Representative,Life Sciences,4963,5.0,4,Yes,2,4,21.0,Married,Yes
E11236,45,HR,Technician,Marketing,6927,16.0,6,No,2,2,26.0,Single,No
E11237,45,R&D,Technician,Technical Degree,5283,10.0,10,Yes,1,4,8.0,Divorced,No
E11238,35,HR,Representative,Life Sciences,7578,10.0,5,No,1,1,29.0,Married,No
E11239,44,Sales,Representative,Engineering,6194,8.0,4,No,2,1,14.0,Married,No
E11240,20,HR,Representative,Engineering,6625,12.0,1,No,3,2,10.0,Married,No
E11241,49,R&D,Manager,Technical Degree,9034,17.0,6,No,1,1,13.0,Married,No
E11242,36,R&D,Technician,Engineering,5695,9.0,4,Yes,2,2,10.0,Single,No
E11243,38,R&D,Technician,Life Sciences,5450,6.0,6,No,3,3,6.0,Single,No
E11244,34,R&D,Technician,Engineering,9719,30.0,1,No,3,3,18.0,Married,No
E11245,50,R&D,Technician,Medical,8194,8.0,7,No,2,3,16.0,Married,No
E11246,27,Sales,Specialist,Life Sciences,6080,7.0,1,No,2,4,28.0,Married,No
E11247,50,Sales,Technician,Life Sciences,7165,11.0,3,Yes,3,2,28.0,Married,Yes
E11248,41,HR,Technician,Life Sciences,6711,1.0,1,Yes,3,2,18.0,Married,No
E11249,43,R&D,Manager,Technical Degree,8415,2.0,2,Yes,2,4,24.0,Single,Yes
E11250,34,R&D,Executive,Marketing,9443,,1,No,2,4,20.0,Married,No
E11251,25,R&D,Specialist,Medical,6835,1.0,1,Yes,4,1,24.0,Married,Yes
E11252,45,Sales,Specialist,Technical Degree,5770,3.0,3,Yes,3,1,25.0,Single,Yes
E11253,40,Sales,Manager,Technical Degree,7462,5.0,4,No,1,3,6.0,Single,No
E11254,49,R&D,Specialist,Life Sciences,4774,5.0,4,Yes,4,4,9.0,Single,No
E11255,35,R&D,Technician,Other,6708,7.0,1,Yes,4,4,16.0,Divorced,No
E11256,33,Sales,Technician,Engineering,7501,9.0,5,No,3,4,6.0,Married,No
E11257,49,R&D,Technician,Life Sciences,6277,5.0,1,Yes,3,2,11.0,Single,No
E11258,54,Sales,Representative,Technical Degree,7530,10.0,3,No,4,1,3.0,Single,No
E11259,37,R&D,Specialist,Engineering,6717,17.0,9,No,3,4,8.0,Married,No
E11260,30,Sales,Manager,Engineering,11937,25.0,6,Yes,3,3,1.0,Married,No
E11261,44,R&D,Representative,Life Sciences,7530,19.0,2,No,1,2,22.0,Married,No
E11262,35,Sales,Specialist,Marketing,8528,23.0,3,No,2,4,15.0,Divorced,No
E11263,42,R&D,Representative,Life Sciences,6228,7.0,5,No,4,1,15.0,Married,No
E11264,35,Sales,Representative,Medical,6704,2.0,2,No,3,4,19.0,Single,No
E11265,51,Sales,Executive,Technical Degree,12192,7.0,2,No,2,1,26.0,Married,No
E11266,31,Sales,Representative,Medical,4543,3.0,3,Yes,2,1,10.0,Divorced,No
E11267,41,R&D,Manager,Engineering,9027,7.0,5,No,2,1,19.0,Married,No
E11268,33,R&D,Specialist,Other,7109,2.0,2,No,3,3,,Married,No
E11269,34,Sales,Technician,Engineering,6716,8.0,2,No,4,3,,Married,No
E11270,33,R&D,Specialist,Engineering,6255,4.0,4,No,4,1,29.0,Married,No
E11271,44,HR,Representative,Engineering,7207,,4,Yes,3,2,14.0,Married,No
E11272,45,R&D,Manager,Marketing,10718,16.0,9,No,3,4,2.0,Divorced,No
E11273,42,Sales,Technician,Engineering,7445,8.0,6,No,4,2,22.0,Married,No
E11274,36,R&D,Technician,Engineering,5816,7.0,2,No,4,2,28.0,Married,No
E11275,38,Sales,Technician,Life Sciences,8870,,11,Yes,4,4,13.0,Single,No
E11276,45,Sales,Specialist,Engineering,8377,10.0,2,No,1,3,,Single,No
E11277,45,HR,Specialist,Marketing,6755,,5,No,2,2,26.0,Married,No
E11278,20,Sales,Representative,Technical Degree,4467,7.0,1,Yes,1,2,27.0,Single,Yes
E11279,35,R&D,Specialist,Medical,8532,13.0,3,Yes,1,4,23.0,Married,No
E11280,35,R&D,Representative,Engineering,6462,2.0,2,Yes,3,2,4.0,Single,Yes
E11281,43,R&D,Technician,Engineering,6483,7.0,2,No,2,2,7.0,Married,No
E11282,36,R&D,Technician,Other,5262,9.0,2,No,2,3,22.0,Divorced,No
E11283,43,Sales,Technician,Engineering,6012,5.0,5,No,4,2,8.0,Married,No
E11284,27,Sales,Specialist,Technical Degree,7494,7.0,3,No,3,1,23.0,Single,No
E11285,39,R&D,Technician,Engineering,7782,14.0,14,No,3,3,16.0,Married,No
E11286,45,Sales,Representative,Other,8122,14.0,8,No,4,4,25.0,Divorced,No
E11287,24,Sales,Specialist,Life Sciences,8429,9.0,8,No,4,4,20.0,Married,No
E11288,60,Sales,Representative,Life Sciences,7715,18.0,10,Yes,1,4,9.0,Single,No
E11289,48,Sales,Executive,Medical,9324,3.0,3,Yes,4,2,21.0,Single,No
E11290,37,Sales,Manager,Marketing,10181,6.0,2,No,4,4,29.0,Single,No
E11291,30,Sales,Specialist,Life Sciences,6676,6.0,6,No,3,1,11.0,Single,No
E11292,35,R&D,Representative,Marketing,8339,17.0,4,No,1,3,25.0,Divorced,No
E11293,38,R&D,Specialist,Medical,8432,10.0,1,Yes,2,1,14.0,Divorced,Yes
E11294,41,R&D,Representative,Engineering,7236,20.0,7,No,1,4,27.0,Single,No
E11295,51,Sales,Representative,Engineering,7476,2.0,2,Yes,3,2,4.0,Single,No
E11296,33,Sales,Specialist,Life Sciences,7987,9.0,8,No,2,2,19.0,Single,No
E11297,42,Sales,Manager,Engineering,10821,8.0,4,No,1,4,15.0,Divorced,No
E11298,25,R&D,Technician,Marketing,4281,0.0,0,No,4,4,14.0,Married,No
E11299,33,R&D,Specialist,Engineering,6097,4.0,2,No,1,4,23.0,Married,No
E11300,40,Sales,Technician,Life Sciences,3801,3.0,1,No,2,2,16.0,Married,No
E11301,43,HR,Specialist,Engineering,8812,10.0,5,No,1,1,20.0,Married,No
E11302,30,Sales,Executive,Marketing,11544,16.0,3,No,1,3,21.0,Married,Yes
E11303,33,R&D,Technician,Engineering,8005,,2,No,1,4,,Married,No
E11304,50,R&D,Specialist,Engineering,7632,3.0,3,Yes,4,1,6.0,Married,No
E11305,47,HR,Specialist,Engineering,7429,,2,No,3,1,29.0,Married,No
E11306,39,R&D,Specialist,Other,10311,20.0,0,Yes,3,1,4.0,Single,Yes
E11307,20,R&D,Specialist,Engineering,6401,4.0,3,Yes,3,4,1.0,Single,Yes
E11308,60,Sales,Executive,Medical,10362,0.0,0,No,1,2,18.0,Married,No
E11309,37,R&D,Representative,Engineering,4444,5.0,1,No,2,1,8.0,Married,No
E11310,34,Sales,Specialist,Engineering,6816,2.0,2,No,1,1,16.0,Married,No
E11311,32,HR,Executive,Life Sciences,11266,8.0,8,No,1,1,20.0,Divorced,No
E11312,40,R&D,Technician,Life Sciences,5771,7.0,4,No,3,3,28.0,Single,No
E11313,40,R&D,Specialist,Other,8690,6.0,5,No,3,1,16.0,Single,No
E11314,46,R&D,Specialist,Other,5360,2.0,2,No,4,1,15.0,Single,No
E11315,29,R&D,Representative,Medical,6220,7.0,7,No,1,2,26.0,Married,No
E11316,34,R&D,Technician,Marketing,4994,6.0,3,Yes,4,1,,Married,No
E11317,55,R&D,Technician,Life Sciences,7424,7.0,5,Yes,4,1,29.0,Married,No
E11318,39,Sales,Technician,Life Sciences,6094,5.0,5,No,4,4,12.0,Single,No
E11319,35,Sales,Manager,Other,10125,12.0,2,No,3,2,4.0,Married,No
E11320,29,Sales,Technician,Marketing,7258,14.0,1,Yes,4,1,23.0,Divorced,Yes
E11321,42,Sales,Executive,Marketing,11211,2.0,0,No,1,1,,Divorced,No
E11322,46,HR,Technician,Engineering,6644,11.0,7,No,4,3,2.0,Divorced,No
E11323,45,Sales,Specialist,Engineering,8981,15.0,2,No,3,3,6.0,Married,No
E11324,35,HR,Manager,Other,12439,27.0,6,No,1,1,17.0,Divorced,No
E11325,40,Sales,Specialist,Life Sciences,9070,8.0,6,No,1,3,28.0,Single,Yes
E11326,52,Sales,Representative,Life Sciences,6427,5.0,1,No,2,1,19.0,Single,Yes
E11327,47,R&D,Specialist,Engineering,8133,13.0,5,No,3,4,9.0,Single,No
E11328,30,R&D,Executive,Technical Degree,12193,5.0,5,No,2,3,5.0,Married,No
E11329,20,R&D,Manager,Engineering,11075,15.0,7,No,3,4,14.0,Divorced,No
E11330,40,R&D,Manager,Technical Degree,10437,7.0,7,No,3,1,16.0,Single,No
E11331,44,R&D,Technician,Engineering,6261,4.0,3,Yes,3,3,27.0,Married,Yes
E11332,27,Sales,Technician,Technical Degree,5929,8.0,5,Yes,2,1,24.0,Married,Yes
E11333,37,HR,Executive,Medical,9444,6.0,2,No,4,2,1.0,Divorced,No
E11334,35,HR,Specialist,Engineering,8357,6.0,6,No,3,4,20.0,Married,No
E11335,38,R&D,Technician,Marketing,2696,1.0,1,No,1,2,3.0,Divorced,Yes
E11336,32,Sales,Specialist,Life Sciences,8455,15.0,1,No,1,4,10.0,Married,No
E11337,49,R&D,Specialist,Engineering,8394,14.0,5,Yes,3,1,25.0,Married,Yes
E11338,38,Sales,Executive,Technical Degree,11820,10.0,3,Yes,3,3,15.0,Married,Yes
E11339,29,Sales,Specialist,Life Sciences,7460,11.0,6,No,3,2,23.0,Married,No
E11340,45,Sales,Specialist,Life Sciences,7345,,3,Yes,4,3,28.0,Single,Yes
E11341,26,R&D,Technician,Engineering,4632,1.0,1,No,3,3,3.0,Married,No
E11342,49,HR,Technician,Life Sciences,6748,8.0,0,No,4,2,1.0,Married,No
E11343,46,R&D,Representative,Technical Degree,5324,7.0,5,No,4,2,13.0,Married,No
E11344,50,R&D,Specialist,Life Sciences,7923,8.0,2,No,3,3,15.0,Married,No
E11345,36,R&D,Manager,Other,7836,0.0,0,No,3,1,21.0,Married,No
E11346,33,Sales,Specialist,Other,9529,,12,No,4,2,10.0,Married,No
E11347,38,Sales,Representative,Engineering,3878,3.0,3,No,2,1,3.0,Single,No
E11348,36,HR,Technician,Engineering,4797,,3,No,4,1,27.0,Married,No
E11349,31,Sales,Technician,Technical Degree,7433,22.0,2,No,1,2,18.0,Single,Yes
E11350,32,HR,Manager,Life Sciences,10182,18.0,6,Yes,3,1,19.0,Single,No
E11351,34,R&D,Executive,Engineering,10887,1.0,1,No,2,4,21.0,Married,No
E11352,26,R&D,Manager,Engineering,8761,4.0,4,No,2,1,5.0,Single,No
E11353,43,R&D,Technician,Marketing,5525,6.0,6,Yes,3,1,10.0,Divorced,Yes
E11354,37,R&D,Representative,Medical,6618,17.0,15,Yes,2,1,24.0,Married,Yes
E11355,34,HR,Representative,Engineering,6833,12.0,1,Yes,1,3,16.0,Divorced,No
E11356,27,HR,Technician,Engineering,3268,2.0,2,No,3,1,20.0,Single,No
E11357,27,R&D,Executive,Other,9768,8.0,1,No,4,1,18.0,Married,No
E11358,54,Sales,Representative,Medical,5834,6.0,4,Yes,3,1,8.0,Married,Yes
E11359,31,R&D,Technician,Marketing,6046,6.0,4,No,1,1,13.0,Divorced,No
E11360,42,HR,Manager,Medical,9203,,4,No,2,3,8.0,Married,No
E11361,38,Sales,Executive,Life Sciences,11072,6.0,1,No,3,3,26.0,Single,No
E11362,20,R&D,Specialist,Medical,7300,11.0,4,No,1,3,13.0,Divorced,No
E11363,53,R&D,Executive,Life Sciences,11955,6.0,4,No,4,2,24.0,Married,No
E11364,43,R&D,Executive,Engineering,10865,7.0,0,No,1,2,12.0,Single,No
E11365,30,Sales,Technician,Medical,5870,12.0,1,No,3,3,13.0,Married,No
E11366,37,R&D,Specialist,Life Sciences,6700,10.0,5,No,1,2,27.0,Married,No
E11367,27,HR,Specialist,Other,7469,12.0,9,No,4,3,17.0,Single,No
E11368,53,Sales,Executive,Life Sciences,10822,3.0,3,No,3,1,15.0,Married,No
E11369,29,Sales,Representative,Other,5198,7.0,5,No,2,3,28.0,Single,No
E11370,32,HR,Technician,Other,4511,7.0,2,No,3,3,9.0,Married,No
E11371,30,Sales,Specialist,Engineering,7359,6.0,4,No,4,2,20.0,Married,No
E11372,38,HR,Representative,Medical,5639,6.0,1,Yes,4,3,4.0,Married,No
E11373,49,R&D,Representative,Life Sciences,7956,18.0,6,Yes,3,4,24.0,Married,Yes
E11374,53,Sales,Specialist,Technical Degree,7475,5.0,2,No,4,1,12.0,Single,No
E11375,33,HR,Manager,Life Sciences,9371,15.0,1,No,1,3,24.0,Single,Yes
E11376,40,R&D,Technician,Medical,8176,24.0,4,Yes,1,3,22.0,Single,Yes
