car_id,brand,model_year,mileage,fuel_type,transmission,engine_cc,accident,owner_count,price
C10904,Kia,2022,21273,Gasoline,Automatic,2000.0,No,1.0,5215
C10905,Toyota,2009,181845,Diesel,Automatic,1600.0,No,1.0,1016
C10906,Benz,2015,112523,Gasoline,Automatic,2500.0,Yes,1.0,5116
C10907,Kia,2010,184348,Hybrid,Automatic,2500.0,No,3.0,1036
C10908,Hyundai,2022,15423,Gasoline,Manual,2000.0,No,4.0,4944
C10909,Kia,2016,100753,Gasoline,Automatic,1600.0,No,4.0,1996
C10910,Kia,2017,83075,Gasoline,Automatic,2000.0,Yes,3.0,3021
C10911,Hyundai,2012,155248,Electric,Automatic,1600.0,No,4.0,1812
C10912,BMW,2016,128846,Diesel,Automatic,1600.0,Yes,2.0,4750
C10913,Kia,2010,268200,Gasoline,Manual,2000.0,No,3.0,300
C10914,Kia,2019,75175,Diesel,Manual,3500.0,Yes,1.0,3704
C10915,Kia,2012,111560,Gasoline,Automatic,3000.0,No,4.0,1737
C10916,Hyundai,2021,354019,Electric,Automatic,2000.0,No,2.0,1467
C10917,Toyota,2017,103515,Diesel,Automatic,,No,3.0,3139
C10918,Benz,2023,14449,Gasoline,Automatic,3500.0,Yes,3.0,8484
C10919,Hyundai,2013,175581,Diesel,Automatic,2000.0,No,1.0,895
C10920,Toyota,2016,101663,Gasoline,Automatic,2000.0,Yes,1.0,2697
C10921,Kia,2015,107185,Electric,Automatic,3000.0,Yes,3.0,2840
C10922,Toyota,2009,273859,Gasoline,Automatic,1600.0,No,2.0,300
C10923,Benz,2009,197640,Diesel,Automatic,1000.0,No,,3107
C10924,Kia,2020,39799,Gasoline,Automatic,2000.0,No,3.0,3995
C10925,Hyundai,2012,209104,Diesel,Automatic,1000.0,Yes,3.0,300
C10926,Hyundai,2012,102140,Hybrid,Manual,1600.0,No,1.0,2033
C10927,Kia,2012,30178,Diesel,Automatic,2000.0,Yes,4.0,2110
C10928,BMW,2011,199006,Diesel,Automatic,2000.0,No,2.0,3447
C10929,Hyundai,2023,15732,Hybrid,Manual,3500.0,No,4.0,5261
C10930,Hyundai,2015,128178,Gasoline,Manual,1600.0,No,4.0,1422
C10931,Benz,2018,54555,Gasoline,Automatic,1600.0,No,2.0,6694
C10932,Toyota,2012,153880,Gasoline,Automatic,1600.0,Yes,2.0,1549
C10933,Kia,2008,194647,Electric,Automatic,2000.0,No,1.0,437
C10934,Hyundai,2023,11388,Gasoline,Automatic,2500.0,No,1.0,5271
C10935,Hyundai,2017,120653,Hybrid,Automatic,2000.0,No,1.0,3395
C10936,Hyundai,2021,29580,Diesel,Manual,1600.0,No,2.0,4117
C10937,Toyota,2012,167379,Gasoline,Automatic,2000.0,No,4.0,1442
C10938,Hyundai,2008,265314,Gasoline,Automatic,2000.0,No,2.0,300
C10939,Kia,2011,183876,Gasoline,Automatic,1600.0,Yes,1.0,1039
C10940,Hyundai,2008,267573,Gasoline,Automatic,1600.0,No,4.0,300
C10941,Kia,2013,161602,Gasoline,Automatic,2000.0,No,1.0,914
C10942,BMW,2013,157168,Gasoline,Automatic,3500.0,No,4.0,4511
C10943,Benz,2008,225608,Hybrid,Automatic,2500.0,No,1.0,3270
C10944,Hyundai,2019,74201,Electric,Automatic,2500.0,No,2.0,4085
C10945,Hyundai,2015,106590,Gasoline,Automatic,3000.0,No,3.0,2543
C10946,Hyundai,2021,27283,Gasoline,Automatic,2500.0,No,3.0,5052
C10947,Toyota,2011,206207,Gasoline,Manual,3000.0,No,4.0,1056
C10948,Toyota,2009,247278,Diesel,Automatic,1000.0,No,2.0,382
C10949,Kia,2020,55023,Hybrid,Manual,2000.0,No,1.0,3878
C10950,BMW,2021,34064,Gasoline,Automatic,2500.0,Yes,4.0,6972
C10951,BMW,2008,133229,Gasoline,Automatic,2000.0,No,4.0,3051
C10952,Hyundai,2023,13257,Hybrid,Automatic,1600.0,No,1.0,5759
C10953,Toyota,2018,53718,Diesel,Automatic,1600.0,No,1.0,4499
C10954,Kia,2010,398500,Gasoline,Manual,1600.0,No,1.0,300
C10955,Kia,2014,129378,Diesel,Manual,1600.0,Yes,2.0,1584
C10956,Kia,2017,74960,Gasoline,Automatic,1600.0,No,3.0,2943
C10957,Hyundai,2018,84215,Gasoline,Automatic,2000.0,No,4.0,3410
C10958,Hyundai,2017,87654,Hybrid,Automatic,2500.0,No,4.0,2943
C10959,BMW,2015,100620,Hybrid,Manual,2500.0,No,3.0,5366
C10960,Hyundai,2012,94623,Gasoline,Automatic,2500.0,No,4.0,2064
C10961,BMW,2014,104413,Electric,Automatic,3000.0,Yes,2.0,5958
C10962,Hyundai,2009,158273,Gasoline,Automatic,1600.0,No,1.0,899
C10963,Kia,2019,46620,Hybrid,Automatic,1600.0,No,3.0,3539
C10964,Hyundai,2019,60064,Diesel,Manual,1000.0,No,2.0,3686
C10965,Kia,2022,19116,Hybrid,Automatic,3000.0,No,1.0,4986
C10966,BMW,2023,12508,Electric,Automatic,1000.0,No,3.0,7454
C10967,Hyundai,2023,13721,Gasoline,Automatic,2500.0,No,2.0,5192
C10968,Kia,2011,136779,Electric,Automatic,1600.0,No,3.0,1742
C10969,Kia,2013,157038,Hybrid,Automatic,3000.0,No,3.0,1833
C10970,BMW,2019,44579,Hybrid,Automatic,1600.0,Yes,2.0,6441
C10971,Toyota,2019,48317,Gasoline,Manual,2500.0,No,4.0,4801
C10972,BMW,2023,12660,Hybrid,Automatic,1600.0,Yes,2.0,7993
C10973,Hyundai,2019,75305,Hybrid,Automatic,1600.0,No,3.0,3439
C10974,Hyundai,2019,78010,Gasoline,Automatic,2000.0,No,3.0,3787
C10975,Hyundai,2021,53511,Electric,Automatic,3500.0,Yes,2.0,5581
C10976,Kia,2019,59351,Gasoline,Manual,2000.0,No,1.0,4295
C10977,Hyundai,2019,391723,Gasoline,Automatic,3000.0,Yes,1.0,300
C10978,Kia,2012,118823,Diesel,Automatic,2500.0,No,1.0,1879
C10979,Kia,2023,9238,Diesel,Automatic,2500.0,No,1.0,4823
C10980,Hyundai,2023,13685,Diesel,Automatic,2000.0,No,2.0,4827
C10981,Benz,2013,117396,Gasoline,Automatic,1600.0,Yes,4.0,4540
C10982,Hyundai,2019,83485,Electric,Manual,1600.0,Yes,1.0,3917
C10983,Hyundai,2009,129192,Gasoline,Automatic,3500.0,No,3.0,1485
C10984,BMW,2014,144590,Gasoline,Automatic,,No,1.0,5293
C10985,Kia,2015,89845,Gasoline,Automatic,2500.0,No,4.0,2798
C10986,BMW,2020,42154,Diesel,Automatic,1600.0,Yes,2.0,6735
C10987,Kia,2021,43852,Electric,Automatic,1600.0,No,4.0,4675
C10988,Hyundai,2018,65834,Diesel,Manual,,No,4.0,3880
C10989,Benz,2016,91621,Hybrid,Automatic,1000.0,No,4.0,5523
C10990,Benz,2013,116198,Gasoline,Automatic,2500.0,No,1.0,5356
C10991,BMW,2014,183550,Diesel,Automatic,1600.0,No,1.0,4185
C10992,Hyundai,2020,44590,Gasoline,Manual,1600.0,Yes,4.0,3499
C10993,Kia,2019,65773,Diesel,Automatic,2500.0,No,2.0,3219
C10994,Kia,2020,49577,Gasoline,Manual,1000.0,Yes,1.0,3561
C10995,Hyundai,2008,218628,Diesel,Automatic,1600.0,No,2.0,300
C10996,Toyota,2016,89246,Diesel,Manual,3500.0,No,1.0,3803
C10997,Hyundai,2013,136373,Hybrid,Automatic,2000.0,No,2.0,2266
C10998,Toyota,2019,70909,Diesel,Automatic,2500.0,No,1.0,4520
C10999,Kia,2011,135342,Gasoline,Automatic,2500.0,Yes,4.0,1189
C11000,Hyundai,2017,113875,Diesel,Automatic,1000.0,No,3.0,2641
C11001,Kia,2016,132451,Gasoline,Automatic,1600.0,No,3.0,1895
C11002,Toyota,2019,74097,Hybrid,Automatic,2000.0,No,2.0,4718
C11003,BMW,2008,211354,Diesel,Automatic,1600.0,No,2.0,2995
C11004,Benz,2023,4028,Gasoline,Automatic,1600.0,Yes,4.0,7535
C11005,BMW,2009,214093,Electric,Manual,2500.0,No,4.0,3651
C11006,BMW,2010,165564,Diesel,Automatic,1000.0,No,2.0,3352
C11007,Benz,2008,196178,Gasoline,Manual,2000.0,No,3.0,3451
C11008,Hyundai,2023,7307,Diesel,Automatic,1000.0,No,4.0,5099
C11009,Kia,2023,14480,Gasoline,Automatic,1000.0,No,2.0,4466
C11010,Hyundai,2023,8654,Hybrid,Automatic,1600.0,No,4.0,5506
C11011,Toyota,2009,200329,Hybrid,Automatic,2500.0,No,4.0,905
C11012,Toyota,2009,235709,Electric,Manual,1600.0,No,1.0,1068
C11013,Hyundai,2014,115920,Diesel,Automatic,2000.0,Yes,4.0,2013
C11014,BMW,2017,116537,Gasoline,Manual,2000.0,No,2.0,5324
C11015,Toyota,2020,43036,Hybrid,Manual,1600.0,No,4.0,4831
C11016,Hyundai,2013,162814,Gasoline,Automatic,2000.0,Yes,2.0,1226
C11017,Kia,2019,45428,Diesel,Manual,3000.0,Yes,1.0,3699
C11018,Toyota,2016,128747,Diesel,Automatic,2000.0,Yes,1.0,2838
C11019,Hyundai,2021,46883,Gasoline,Manual,1600.0,Yes,3.0,4163
C11020,BMW,2012,172860,Gasoline,Automatic,2000.0,No,1.0,3977
C11021,Hyundai,2016,94561,Hybrid,Automatic,2000.0,No,1.0,2951
C11022,Toyota,2021,26381,Hybrid,Manual,1000.0,No,2.0,4907
C11023,Toyota,2020,47312,Gasoline,Automatic,1000.0,No,3.0,3990
C11024,Toyota,2023,16330,Gasoline,Automatic,1600.0,Yes,1.0,5837
C11025,Kia,2019,66949,Gasoline,Automatic,1600.0,No,4.0,2954
C11026,Toyota,2017,58386,Hybrid,Automatic,1600.0,No,3.0,3247
C11027,Benz,2021,28877,Gasoline,Automatic,2000.0,No,1.0,7578
C11028,Hyundai,2023,16759,Diesel,Manual,1600.0,No,3.0,4915
C11029,Benz,2021,43391,Gasoline,Automatic,3000.0,Yes,1.0,7429
C11030,Hyundai,2023,9297,Diesel,Automatic,2000.0,No,2.0,5222
C11031,Kia,2016,61620,Gasoline,Automatic,3000.0,No,3.0,2827
C11032,Hyundai,2009,166873,Hybrid,Automatic,2000.0,Yes,3.0,556
C11033,Hyundai,2022,14891,Gasoline,Automatic,1000.0,No,1.0,4494
C11034,Hyundai,2019,62662,Diesel,Automatic,2000.0,No,3.0,3960
C11035,BMW,2023,20354,Gasoline,Manual,2500.0,No,1.0,7538
C11036,Hyundai,2016,65673,Diesel,Automatic,1600.0,No,4.0,2866
C11037,BMW,2010,174186,Hybrid,Automatic,1000.0,Yes,3.0,2741
C11038,Hyundai,2018,101614,Gasoline,Manual,1600.0,No,3.0,3226
C11039,Hyundai,2010,213461,Hybrid,Automatic,1600.0,No,2.0,387
C11040,Kia,2019,62768,Diesel,Automatic,1600.0,No,2.0,3192
C11041,Benz,2023,12560,Gasoline,Automatic,1600.0,Yes,3.0,7876
C11042,Hyundai,2018,57193,Gasoline,Manual,1600.0,No,2.0,2996
C11043,BMW,2021,36591,Gasoline,Automatic,2000.0,Yes,3.0,6819
C11044,Toyota,2022,27460,Diesel,Automatic,1600.0,No,1.0,5292
C11045,BMW,2016,130522,Hybrid,Automatic,2000.0,No,3.0,5940
C11046,Hyundai,2022,22278,Gasoline,Automatic,2000.0,Yes,3.0,4558
C11047,Hyundai,2014,124304,Diesel,Automatic,2000.0,No,4.0,2079
C11048,Toyota,2022,20304,Hybrid,Automatic,1600.0,No,2.0,5151
C11049,Hyundai,2021,41027,Electric,Automatic,2000.0,No,2.0,4962
C11050,Toyota,2018,92108,Diesel,Automatic,1000.0,No,,3263
C11051,Kia,2022,29777,Electric,Automatic,2000.0,No,1.0,5689
C11052,Toyota,2015,85404,Diesel,Automatic,2000.0,No,1.0,3104
C11053,Benz,2014,134405,Gasoline,Automatic,1600.0,No,1.0,4516
C11054,Toyota,2016,87744,Hybrid,Manual,1600.0,Yes,4.0,2949
C11055,Kia,2015,144298,Diesel,Automatic,1600.0,No,3.0,1210
C11056,Benz,2021,37548,Diesel,Automatic,1000.0,No,1.0,7582
C11057,Kia,2011,109738,Diesel,Manual,1600.0,Yes,1.0,1728
C11058,Kia,2009,185108,Hybrid,Automatic,3500.0,No,4.0,1033
C11059,BMW,2021,43126,Hybrid,Automatic,1600.0,No,2.0,7001
C11060,Toyota,2020,54928,Gasoline,Automatic,,No,4.0,4727
C11061,Toyota,2018,68787,Gasoline,Automatic,2000.0,No,2.0,3724
C11062,Benz,2012,134930,Diesel,Manual,2000.0,No,,4506
C11063,Kia,2023,10037,Diesel,Automatic,3000.0,No,1.0,5758
C11064,Kia,2009,177236,Gasoline,Automatic,2500.0,No,3.0,332
C11065,BMW,2011,135628,Hybrid,Automatic,2500.0,No,3.0,4395
C11066,Hyundai,2021,47730,Diesel,Automatic,3500.0,No,2.0,5027
C11067,Hyundai,2019,51482,Gasoline,Automatic,1600.0,No,1.0,3632
C11068,Kia,2009,200502,Gasoline,Automatic,2000.0,No,1.0,300
C11069,Hyundai,2012,157954,Gasoline,Automatic,3000.0,No,4.0,1238
C11070,Hyundai,2013,174207,Electric,Automatic,2000.0,No,1.0,2040
C11071,Hyundai,2018,97608,Gasoline,Manual,3500.0,No,1.0,3491
C11072,Hyundai,2008,241406,Gasoline,Automatic,1000.0,Yes,4.0,300
C11073,Hyundai,2022,28117,Diesel,Automatic,2000.0,Yes,4.0,4280
C11074,Toyota,2019,49270,Gasoline,Automatic,3500.0,Yes,1.0,4514
C11075,Kia,2015,88140,Gasoline,Automatic,1600.0,No,3.0,2431
C11076,Kia,2009,156943,Gasoline,Automatic,2500.0,No,3.0,485
C11077,BMW,2021,45767,Diesel,Automatic,1000.0,No,1.0,6847
C11078,Hyundai,2023,13219,Diesel,Automatic,2000.0,No,3.0,4496
C11079,Toyota,2012,187271,Gasoline,Automatic,3000.0,No,4.0,1760
C11080,Benz,2018,96050,Gasoline,Manual,1600.0,No,3.0,5839
C11081,Hyundai,2015,97399,Electric,Automatic,1000.0,No,1.0,2986
C11082,Kia,2012,157154,Gasoline,Automatic,1000.0,No,3.0,564
C11083,Toyota,2010,181454,Gasoline,Automatic,3000.0,Yes,1.0,1225
C11084,Toyota,2013,132183,Gasoline,Automatic,2500.0,No,,2139
C11085,Kia,2008,182327,Gasoline,Automatic,1000.0,Yes,1.0,300
C11086,BMW,2008,264868,Hybrid,Manual,1000.0,No,1.0,1807
C11087,Hyundai,2015,118403,Gasoline,Automatic,2500.0,Yes,3.0,2116
C11088,Toyota,2014,130394,Diesel,Automatic,2500.0,No,3.0,2628
C11089,Hyundai,2023,10591,Gasoline,Automatic,1600.0,Yes,4.0,4702
C11090,Toyota,2017,105179,Gasoline,Manual,1600.0,No,2.0,3438
C11091,BMW,2017,69892,Hybrid,Automatic,2500.0,No,1.0,6184
C11092,BMW,2018,86188,Gasoline,Automatic,2000.0,No,1.0,6086
C11093,Kia,2018,86680,Diesel,Automatic,3500.0,No,1.0,3604
C11094,Hyundai,2010,164674,Gasoline,Automatic,2000.0,Yes,1.0,420
C11095,Hyundai,2015,125576,Hybrid,Automatic,2000.0,Yes,3.0,2105
C11096,Hyundai,2018,81342,Gasoline,Automatic,2000.0,No,3.0,2866
C11097,Hyundai,2022,25763,Hybrid,Manual,3000.0,No,2.0,5361
C11098,Benz,2015,117349,Gasoline,Automatic,1600.0,No,1.0,5814
C11099,Kia,2021,39556,Hybrid,Manual,1600.0,Yes,2.0,4345
C11100,Hyundai,2021,40169,Gasoline,Automatic,1600.0,No,4.0,4215
C11101,Toyota,2008,210891,Hybrid,Manual,2500.0,No,2.0,902
C11102,Toyota,2017,67818,Gasoline,Automatic,2000.0,No,2.0,3752
C11103,Toyota,2014,125433,Electric,Automatic,1600.0,No,4.0,3463
C11104,Toyota,2009,206922,Gasoline,Automatic,2000.0,No,4.0,373
C11105,Hyundai,2019,66459,Gasoline,Automatic,1600.0,No,2.0,3267
C11106,Kia,2009,237918,Diesel,Automatic,1000.0,No,4.0,300
C11107,Benz,2009,222903,Gasoline,Automatic,1600.0,Yes,2.0,2773
C11108,BMW,2020,41555,Gasoline,Automatic,2000.0,No,3.0,6390
C11109,Hyundai,2012,150001,Electric,Automatic,,No,3.0,1861
C11110,Benz,2014,120659,Electric,Automatic,2500.0,No,2.0,5988
C11111,Hyundai,2011,168830,Gasoline,Automatic,3000.0,No,4.0,935
C11112,Hyundai,2018,77946,Electric,Automatic,1600.0,No,4.0,3980
C11113,Kia,2019,74172,Diesel,Automatic,2500.0,Yes,3.0,2892
C11114,Kia,2011,419942,Gasoline,Automatic,,Yes,3.0,300
C11115,Kia,2016,133533,Diesel,Manual,1000.0,Yes,4.0,1251
C11116,Hyundai,2021,41169,Diesel,Manual,1600.0,Yes,4.0,3871
C11117,Toyota,2017,73557,Electric,Automatic,2000.0,No,4.0,4267
C11118,Hyundai,2016,92785,Gasoline,Automatic,1600.0,No,4.0,2701
C11119,Hyundai,2014,148113,Diesel,Automatic,1600.0,No,2.0,1229
C11120,Toyota,2021,24472,Gasoline,Automatic,2000.0,Yes,4.0,4485
C11121,Toyota,2022,17924,Gasoline,Automatic,1600.0,No,3.0,5208
C11122,Toyota,2017,91224,Gasoline,Automatic,2000.0,No,3.0,3563
C11123,Benz,2022,31705,Electric,Automatic,1600.0,No,1.0,8286
C11124,BMW,2011,219974,Hybrid,Automatic,1600.0,No,4.0,2997
C11125,Kia,2015,111138,Hybrid,Automatic,1000.0,No,2.0,2136
C11126,Hyundai,2017,113277,Diesel,Manual,1600.0,Yes,1.0,2894
C11127,Kia,2010,185035,Gasoline,Automatic,1000.0,No,1.0,300
C11128,Kia,2010,117680,Gasoline,Automatic,2000.0,Yes,2.0,1113
C11129,Hyundai,2019,64878,Gasoline,Manual,,No,1.0,3728
C11130,BMW,2014,111432,Gasoline,Automatic,1600.0,No,1.0,4799
C11131,Kia,2020,63018,Hybrid,Automatic,1600.0,Yes,3.0,3452
C11132,Hyundai,2018,77537,Diesel,Automatic,2500.0,Yes,1.0,2749
C11133,Hyundai,2019,45831,Gasoline,Automatic,1600.0,No,2.0,3492
C11134,BMW,2016,68006,Gasoline,Automatic,,No,4.0,4834
C11135,Hyundai,2020,51748,Gasoline,Automatic,2000.0,No,4.0,4007
C11136,Benz,2018,34436,Gasoline,Automatic,2000.0,No,4.0,7034
C11137,Kia,2023,11445,Electric,Manual,2000.0,No,3.0,4944
C11138,Kia,2011,178010,Diesel,Automatic,2000.0,Yes,3.0,300
C11139,Kia,2011,127776,Hybrid,Manual,1000.0,No,3.0,1349
C11140,Benz,2008,255711,Diesel,Automatic,2000.0,No,2.0,2593
C11141,Kia,2023,16573,Gasoline,Manual,1600.0,No,4.0,5144
C11142,BMW,2008,159198,Gasoline,Automatic,2500.0,Yes,2.0,3091
C11143,Kia,2020,48423,Hybrid,Automatic,3000.0,Yes,2.0,3831
C11144,Hyundai,2021,47952,Hybrid,Automatic,1600.0,No,1.0,4839
C11145,Toyota,2010,181945,Gasoline,Automatic,1000.0,No,4.0,1144
C11146,Benz,2019,44082,Diesel,Automatic,1600.0,Yes,1.0,6311
C11147,BMW,2020,50280,Diesel,Automatic,1000.0,No,3.0,6527
C11148,Benz,2014,104412,Diesel,Manual,1600.0,No,3.0,5196
C11149,Toyota,2020,65298,Electric,Manual,2000.0,Yes,2.0,4321
C11150,BMW,2022,29635,Diesel,Automatic,3500.0,Yes,2.0,7178
C11151,Benz,2016,96469,Diesel,Automatic,1600.0,No,1.0,6360
C11152,BMW,2011,174543,Gasoline,Automatic,1600.0,No,1.0,3877
C11153,BMW,2009,136134,Gasoline,Automatic,,No,2.0,3754
C11154,BMW,2013,118125,Gasoline,Manual,1600.0,No,4.0,3875
C11155,Benz,2013,194258,Gasoline,Automatic,1600.0,No,2.0,4251
C11156,Hyundai,2016,105284,Hybrid,Manual,2500.0,No,4.0,3226
C11157,Toyota,2022,31580,Hybrid,Automatic,1000.0,No,1.0,4831
C11158,Toyota,2011,178048,Gasoline,Automatic,3500.0,No,3.0,1645
C11159,Hyundai,2015,152485,Hybrid,Automatic,2000.0,No,3.0,2443
C11160,Benz,2020,28013,Gasoline,Automatic,2000.0,No,1.0,7786
C11161,Hyundai,2021,37306,Gasoline,Automatic,1600.0,No,1.0,4684
C11162,Hyundai,2020,71737,Gasoline,Manual,2000.0,No,3.0,3772
C11163,Benz,2010,222159,Gasoline,Automatic,2000.0,No,4.0,3360
C11164,Hyundai,2009,254641,Gasoline,Automatic,1600.0,No,1.0,300
C11165,Benz,2016,103837,Diesel,Automatic,1600.0,Yes,4.0,5250
C11166,Benz,2022,22777,Gasoline,Automatic,3000.0,No,4.0,7940
C11167,Kia,2013,109103,Electric,Automatic,1600.0,Yes,3.0,1682
C11168,Hyundai,2023,9709,Gasoline,Automatic,2000.0,No,4.0,4647
C11169,Hyundai,2018,92527,Gasoline,Automatic,1600.0,No,3.0,2614
C11170,BMW,2015,130856,Gasoline,Manual,1000.0,No,1.0,4625
C11171,Toyota,2018,76801,Diesel,Automatic,1600.0,No,2.0,4002
C11172,BMW,2017,101672,Gasoline,Manual,1600.0,Yes,2.0,5232
C11173,Hyundai,2016,107418,Hybrid,Automatic,2000.0,Yes,2.0,2621
C11174,BMW,2008,254186,Diesel,Manual,1600.0,Yes,2.0,2087
C11175,Kia,2020,63432,Diesel,Automatic,2500.0,No,2.0,3813
C11176,Benz,2008,156838,Diesel,Automatic,2000.0,No,2.0,3866
C11177,Hyundai,2018,82925,Gasoline,Manual,,No,4.0,2943
C11178,Benz,2012,95920,Gasoline,Automatic,2000.0,No,4.0,4460
C11179,Kia,2016,107192,Gasoline,Automatic,2500.0,No,2.0,2433
C11180,Toyota,2014,148129,Diesel,Automatic,2000.0,Yes,1.0,1819
C11181,Kia,2014,90588,Gasoline,Manual,2000.0,Yes,1.0,1716
C11182,BMW,2009,176259,Gasoline,Automatic,2500.0,No,,3084
C11183,Toyota,2010,182400,Electric,Automatic,,No,4.0,1039
C11184,Hyundai,2011,178122,Gasoline,Automatic,,No,2.0,1557
C11185,Toyota,2009,182462,Hybrid,Manual,1600.0,No,1.0,1170
C11186,BMW,2017,66381,Hybrid,Automatic,2000.0,No,3.0,5882
C11187,Hyundai,2016,102703,Gasoline,Automatic,1600.0,Yes,2.0,2011
C11188,Hyundai,2012,96519,Gasoline,Automatic,2500.0,No,4.0,1690
C11189,BMW,2023,12302,Gasoline,Automatic,2000.0,No,4.0,7756
C11190,Hyundai,2020,46703,Diesel,Automatic,2000.0,No,4.0,4229
C11191,Kia,2014,125972,Diesel,Automatic,2500.0,No,3.0,1354
C11192,Kia,2018,67932,Hybrid,Automatic,3000.0,Yes,1.0,4284
C11193,BMW,2016,67815,Electric,Automatic,2500.0,No,4.0,6314
C11194,Hyundai,2012,142811,Diesel,Automatic,1600.0,Yes,2.0,1443
C11195,Toyota,2022,31584,Gasoline,Automatic,2500.0,No,3.0,4885
C11196,Toyota,2013,184628,Gasoline,Manual,2000.0,No,1.0,1489
C11197,Toyota,2023,20318,Hybrid,Automatic,2000.0,No,2.0,5612
C11198,Benz,2011,234974,Gasoline,Automatic,3000.0,No,2.0,3663
C11199,Hyundai,2021,28227,Gasoline,Manual,1600.0,No,3.0,4427
C11200,Benz,2015,105972,Diesel,Automatic,1600.0,No,3.0,5699
C11201,Hyundai,2008,206906,Gasoline,Automatic,2000.0,No,3.0,300
C11202,Hyundai,2008,203893,Electric,Automatic,2500.0,No,4.0,890
C11203,Hyundai,2012,158503,Diesel,Automatic,2000.0,Yes,1.0,1322
C11204,Kia,2023,20222,Gasoline,Manual,2000.0,Yes,4.0,4341
C11205,Benz,2017,68276,Electric,Manual,2000.0,No,3.0,6457
C11206,BMW,2016,86875,Gasoline,Automatic,2000.0,Yes,3.0,4868
C11207,Kia,2009,268972,Gasoline,Automatic,2500.0,No,3.0,300
C11208,Hyundai,2018,66912,Gasoline,Automatic,1600.0,No,4.0,2500
C11209,Toyota,2022,28361,Gasoline,Automatic,2000.0,No,,4591
C11210,Kia,2010,225455,Diesel,Automatic,2500.0,Yes,3.0,300
C11211,Kia,2015,130135,Gasoline,Automatic,2000.0,No,4.0,2007
C11212,Hyundai,2023,13575,Gasoline,Automatic,1600.0,No,3.0,4674
C11213,Benz,2012,189789,Gasoline,Automatic,1000.0,No,4.0,3308
C11214,BMW,2010,144491,Hybrid,Manual,2500.0,No,1.0,4587
C11215,Hyundai,2013,126620,Hybrid,Automatic,1600.0,No,1.0,2497
C11216,Hyundai,2023,14606,Gasoline,Automatic,1600.0,No,4.0,4663
C11217,BMW,2013,74708,Gasoline,Automatic,1600.0,No,3.0,4595
C11218,BMW,2021,51749,Gasoline,Automatic,2000.0,Yes,4.0,6752
C11219,Hyundai,2012,166922,Gasoline,Automatic,2000.0,Yes,1.0,681
C11220,Toyota,2012,161509,Hybrid,Automatic,2500.0,Yes,4.0,1750
C11221,Hyundai,2013,89193,Diesel,Automatic,1600.0,No,1.0,2790
C11222,Kia,2009,137102,Gasoline,Automatic,2000.0,No,1.0,1033
C11223,Toyota,2013,129846,Gasoline,Manual,2500.0,No,2.0,2270
C11224,Kia,2009,231334,Gasoline,Automatic,1600.0,No,3.0,300
C11225,BMW,2010,94782,Diesel,Automatic,1000.0,Yes,4.0,3581
C11226,Kia,2009,230476,Gasoline,Automatic,3000.0,No,3.0,300
C11227,Hyundai,2023,11919,Electric,Manual,2000.0,Yes,3.0,5359
C11228,Toyota,2008,197275,Hybrid,Automatic,2000.0,No,1.0,375
C11229,Kia,2019,68803,Gasoline,Automatic,1000.0,Yes,1.0,2551
C11230,Toyota,2008,220927,Diesel,Automatic,2500.0,No,4.0,300
C11231,Hyundai,2016,86901,Electric,Automatic,2000.0,No,4.0,3589
C11232,Hyundai,2020,59498,Diesel,Automatic,2500.0,No,4.0,3826
C11233,Hyundai,2011,78543,Gasoline,Automatic,3500.0,No,1.0,2988
C11234,BMW,2012,139784,Gasoline,Automatic,3500.0,No,2.0,4429
C11235,Kia,2017,94227,Hybrid,Automatic,2500.0,No,4.0,3658
C11236,Toyota,2021,35895,Diesel,Automatic,1000.0,No,1.0,4360
C11237,Kia,2022,15038,Diesel,Manual,3000.0,Yes,2.0,4406
C11238,Toyota,2014,152740,Hybrid,Automatic,1000.0,No,3.0,2513
C11239,Hyundai,2022,18509,Hybrid,Automatic,2500.0,No,1.0,5295
C11240,Toyota,2009,191961,Electric,Automatic,1600.0,No,4.0,1401
C11241,Benz,2019,67295,Gasoline,Manual,2000.0,No,4.0,6116
C11242,Benz,2018,78356,Diesel,Automatic,1000.0,No,2.0,5904
C11243,Benz,2017,115549,Hybrid,Automatic,2500.0,No,2.0,6368
C11244,Benz,2016,102721,Hybrid,Automatic,1000.0,No,1.0,5476
C11245,BMW,2019,71411,Diesel,Automatic,1600.0,No,2.0,5839
C11246,Hyundai,2011,166819,Gasoline,Automatic,2500.0,No,1.0,1330
C11247,Hyundai,2017,103872,Hybrid,Automatic,2000.0,No,2.0,3599
C11248,Toyota,2017,120263,Hybrid,Automatic,1000.0,No,3.0,3147
C11249,BMW,2020,53650,Gasoline,Manual,,No,4.0,6294
C11250,Benz,2020,61382,Diesel,Automatic,1000.0,No,4.0,6563
C11251,Kia,2008,277855,Gasoline,Automatic,2000.0,No,3.0,300
C11252,Hyundai,2015,153643,Gasoline,Manual,3500.0,No,4.0,1957
C11253,Hyundai,2011,153973,Gasoline,Manual,2000.0,No,4.0,1165
C11254,BMW,2014,161092,Gasoline,Automatic,1600.0,No,4.0,4058
C11255,Kia,2010,192448,Diesel,Manual,1600.0,Yes,4.0,300
C11256,Hyundai,2018,98110,Diesel,Automatic,3500.0,No,3.0,3668
C11257,Kia,2019,73529,Diesel,Automatic,1600.0,No,1.0,3566
