cust_id,signup_date,age,region,device,tenure_months,num_orders,avg_order_value,num_reviews,complaint_count,membership_tier
U101280,2019-04-27,37,Gyeonggi,PC,57,35,8.8,14,0,Gold
U101281,2023-06-05,34,Busan,Mobile,7,0,9.2,0,0,Bronze
U101282,2020-10-18,36,Gyeonggi,PC,39,27,13.1,6,0,Silver
U101283,2019-03-28,42,Seoul,PC,58,27,10.6,11,0,Gold
U101284,2019-05-27,36,Seoul,Mobile,56,37,6.5,18,1,Gold
U101285,2022-10-08,37,Gyeonggi,Mobile,15,5,2.7,0,0,Bronze
U101286,2020-05-21,20,Seoul,PC,44,28,6.3,12,0,Silver
U101287,2023-01-06,42,Gyeonggi,Mobile,12,6,11.1,7,0,Bronze
U101288,2023-05-06,37,Seoul,Tablet,8,3,6.8,1,1,Bronze
U101289,2020-08-19,56,Seoul,Mobile,41,29,4.7,12,0,Silver
U101290,2021-03-17,28,Gyeonggi,Mobile,34,28,8.5,11,0,Silver
U101291,2020-03-22,20,Seoul,Mobile,46,23,7.0,7,1,Silver
U101292,2021-08-14,45,Gyeonggi,Tablet,29,18,6.6,4,0,Silver
U101293,2022-09-08,42,Busan,Mobile,16,4,5.8,0,1,Bronze
U101294,2023-08-04,27,Daegu,PC,5,1,8.3,2,0,Bronze
U101295,2023-08-04,21,Seoul,PC,5,0,11.1,2,2,Bronze
U101296,2021-07-15,55,Seoul,Mobile,30,12,9.5,7,0,Silver
U101297,2019-11-23,54,Seoul,Mobile,50,35,2.2,13,2,Silver
U101298,2023-08-04,20,Busan,PC,5,4,12.7,5,0,Bronze
U101299,2022-12-07,33,Busan,Mobile,13,5,10.3,3,1,Bronze
U101300,2019-12-23,56,Seoul,PC,49,29,8.9,12,0,Gold
U101301,2019-11-23,33,Incheon,,50,36,9.3,4,0,Silver
U101302,2022-11-07,33,Seoul,Mobile,14,14,9.8,3,0,Bronze
U101303,2020-03-22,35,Gyeonggi,PC,46,30,9.2,7,1,Gold
U101304,2021-03-17,26,Busan,Mobile,34,17,5.1,9,0,Silver
U101305,2018-03-03,20,Daegu,Mobile,71,43,9.5,17,1,Gold
U101306,2020-02-21,50,Busan,Mobile,47,23,8.5,6,1,Silver
U101307,2019-01-27,20,Daegu,Mobile,60,36,9.3,15,0,Gold
U101308,2023-02-05,41,Seoul,Mobile,11,11,6.1,0,1,Bronze
U101309,2019-11-23,48,Daegu,PC,50,36,11.3,11,0,Gold
U101310,2023-09-03,22,Seoul,Mobile,4,0,6.3,0,1,Bronze
U101311,2020-08-19,28,Daegu,Mobile,41,29,7.9,13,0,Gold
U101312,2019-02-26,51,Gyeonggi,PC,59,39,6.5,20,1,Gold
U101313,2019-01-27,44,Daegu,Mobile,60,35,5.0,12,0,Gold
U101314,2018-11-28,31,Gyeonggi,Mobile,62,41,10.1,20,0,Gold
U101315,2021-12-12,51,Busan,Tablet,25,21,6.5,9,0,Silver
U101316,2021-04-16,51,Gyeonggi,PC,33,24,8.4,10,2,Silver
U101317,2022-06-10,41,Busan,Mobile,19,6,3.8,2,0,Bronze
U101318,2019-04-27,28,Seoul,PC,57,33,2.5,13,0,Gold
U101319,2022-10-08,33,Seoul,Mobile,15,11,13.2,6,2,Bronze
U101320,2020-08-19,41,Seoul,Mobile,41,21,12.8,11,1,Silver
U101321,2018-05-02,36,Seoul,Mobile,69,49,6.2,17,0,Gold
U101322,2019-01-27,48,Daegu,Mobile,60,38,9.4,15,0,Gold
U101323,2022-03-12,21,Seoul,,22,11,6.7,9,1,Bronze
U101324,2020-06-20,22,Incheon,Mobile,43,23,10.0,10,1,Silver
U101325,2021-05-16,40,Seoul,Mobile,32,16,4.8,7,1,Bronze
U101326,2022-12-07,33,Seoul,Tablet,13,11,4.5,8,0,Bronze
U101327,2020-11-17,31,Daegu,Mobile,38,27,8.1,9,0,Silver
U101328,2021-11-12,20,Busan,Mobile,26,12,9.1,5,1,Bronze
U101329,2023-08-04,38,,Mobile,5,10,5.9,6,0,Bronze
U101330,2019-12-23,37,Gyeonggi,Mobile,49,27,4.1,15,0,Gold
U101331,2023-08-04,45,Busan,PC,5,0,11.8,0,1,Bronze
U101332,2018-03-03,39,Seoul,Mobile,71,45,6.6,16,2,Gold
U101333,2020-01-22,37,Incheon,Mobile,48,23,6.6,6,1,Silver
U101334,2022-07-10,51,Incheon,Mobile,18,4,11.7,1,0,Bronze
U101335,2023-07-05,24,Busan,PC,6,0,14.7,0,0,Bronze
U101336,2018-07-31,44,Seoul,Mobile,66,36,9.0,16,0,Gold
U101337,2020-07-20,20,Busan,Mobile,42,29,10.6,12,2,Silver
U101338,2019-09-24,29,Seoul,Mobile,52,25,4.6,13,1,Gold
U101339,2023-02-05,25,Seoul,Mobile,11,8,10.2,6,1,Bronze
U101340,2021-11-12,47,Seoul,Mobile,26,20,10.6,10,1,Silver
U101341,2022-04-11,37,Gyeonggi,PC,21,20,5.1,7,1,Silver
U101342,2018-07-31,38,Daegu,PC,66,37,6.4,15,0,Gold
U101343,2020-09-18,26,Busan,PC,40,22,11.7,7,1,Silver
U101344,2019-05-27,35,Busan,Mobile,56,44,7.2,14,2,Gold
U101345,2019-10-24,30,Gyeonggi,Mobile,51,37,12.3,18,2,Gold
U101346,2022-05-11,42,Gyeonggi,Mobile,20,11,8.1,4,0,Bronze
U101347,2019-04-27,27,Gyeonggi,Tablet,57,40,7.9,11,2,Gold
U101348,2023-08-04,53,Incheon,Mobile,5,4,10.9,3,0,Bronze
U101349,2022-11-07,20,Seoul,PC,14,8,14.2,3,1,Bronze
U101350,2022-01-11,29,Daegu,Mobile,24,27,10.0,5,0,Silver
U101351,2018-06-01,56,Gyeonggi,Mobile,68,46,8.5,14,2,Gold
U101352,2019-09-24,33,Gyeonggi,Mobile,52,41,11.8,14,0,Gold
U101353,2020-01-22,24,Busan,Mobile,48,23,12.0,10,0,Gold
U101354,2020-02-21,40,Gyeonggi,Tablet,47,37,9.6,17,0,Gold
U101355,2019-01-27,33,Daegu,Tablet,60,35,9.1,16,0,Gold
U101356,2023-10-03,29,Incheon,Mobile,3,1,10.1,2,0,Bronze
U101357,2023-04-06,26,Gyeonggi,Mobile,9,7,3.7,3,0,Bronze
U101358,2022-01-11,68,Seoul,Tablet,24,17,4.9,12,1,Bronze
U101359,2023-09-03,35,Gyeonggi,PC,4,8,8.7,5,0,Bronze
U101360,2023-04-06,20,Incheon,Mobile,9,10,5.7,5,2,Bronze
U101361,2023-12-02,54,Seoul,Mobile,1,0,8.1,2,0,Bronze
U101362,2021-02-15,45,Busan,Mobile,35,16,8.6,5,1,Silver
U101363,2023-01-06,30,Busan,Mobile,12,6,5.1,2,1,Bronze
U101364,2022-07-10,28,Busan,Mobile,18,11,9.8,0,2,Bronze
U101365,2023-03-07,45,Seoul,Mobile,10,6,2.3,1,0,Bronze
U101366,2022-07-10,35,Busan,Mobile,18,18,7.0,12,1,Silver
U101367,2022-01-11,20,Incheon,Mobile,24,15,3.4,6,0,Silver
U101368,2023-12-02,58,Seoul,Mobile,1,14,7.0,6,0,Bronze
U101369,2018-02-01,33,Seoul,PC,72,50,10.9,23,0,Gold
U101370,2022-09-08,54,Incheon,PC,16,8,5.8,4,1,Bronze
U101371,2022-10-08,52,Seoul,Mobile,15,0,1.9,0,1,Bronze
U101372,2018-11-28,27,Daegu,Tablet,62,49,7.3,20,4,Gold
U101373,2023-08-04,49,Gyeonggi,Tablet,5,2,5.5,0,0,Bronze
U101374,2020-04-21,31,Seoul,Mobile,45,32,76.2,13,0,Gold
U101375,2019-09-24,20,Daegu,Mobile,52,28,7.3,9,0,Gold
U101376,2018-03-03,33,Gyeonggi,PC,71,51,8.5,23,0,Gold
U101377,2023-06-05,42,Gyeonggi,PC,7,8,11.5,2,1,Bronze
U101378,2021-10-13,33,Gyeonggi,Tablet,27,11,6.9,2,0,Bronze
U101379,2022-12-07,35,Gyeonggi,PC,13,0,8.3,0,0,Bronze
U101380,2022-08-09,51,Seoul,Mobile,17,11,7.0,5,1,Bronze
U101381,2020-05-21,39,Gyeonggi,Mobile,44,29,11.0,8,1,Gold
U101382,2022-12-07,29,,Mobile,13,12,8.5,3,1,Bronze
U101383,2023-08-04,46,Seoul,Mobile,5,0,9.6,0,0,Bronze
U101384,2021-04-16,40,Busan,,33,17,10.3,11,1,Silver
U101385,2023-09-03,20,Seoul,PC,4,0,2.2,0,0,Bronze
U101386,2021-11-12,43,Busan,Mobile,26,13,10.4,7,1,Silver
U101387,2018-06-01,42,Seoul,PC,68,33,9.1,12,2,Gold
U101388,2022-09-08,38,Incheon,Mobile,16,6,6.0,1,0,Bronze
U101389,2022-03-12,48,Gyeonggi,Mobile,22,15,11.9,4,1,Silver
U101390,2021-01-16,31,,Mobile,36,23,11.0,8,0,Silver
U101391,2019-03-28,42,Seoul,Mobile,58,31,7.4,14,1,Gold
U101392,2019-06-26,21,Seoul,PC,55,34,1.8,12,0,Silver
U101393,2021-02-15,42,Gyeonggi,PC,35,28,7.8,16,0,Silver
U101394,2021-12-12,59,Seoul,Tablet,25,14,5.0,7,0,Silver
U101395,2018-02-01,27,Daegu,Mobile,72,37,1.4,15,1,Gold
U101396,2018-12-28,30,Gyeonggi,Mobile,61,41,9.7,16,0,Gold
U101397,2022-07-10,30,Seoul,Mobile,18,16,12.6,10,0,Silver
U101398,2019-03-28,39,Gyeonggi,Mobile,58,31,7.7,16,0,Gold
U101399,2019-04-27,26,Busan,PC,57,31,8.8,9,0,Gold
U101400,2018-10-29,43,Seoul,PC,63,28,12.0,9,1,Gold
U101401,2023-01-06,47,,PC,12,5,8.5,4,0,Bronze
U101402,2023-02-05,44,Seoul,Mobile,11,2,6.2,4,1,Bronze
U101403,2022-12-07,20,Busan,PC,13,0,1.3,0,0,Bronze
U101404,2021-02-15,49,Busan,Mobile,35,19,10.4,5,2,Silver
U101405,2021-10-13,48,Gyeonggi,PC,27,16,9.3,7,1,Bronze
U101406,2018-07-01,47,Daegu,Mobile,67,39,10.8,20,0,Gold
U101407,2020-04-21,42,Daegu,Mobile,45,25,1.0,10,0,Silver
U101408,2018-07-01,40,Gyeonggi,Mobile,67,48,14.2,15,2,Gold
U101409,2022-03-12,49,Daegu,Tablet,22,15,5.6,6,0,Bronze
U101410,2020-07-20,59,Seoul,Mobile,42,28,11.3,14,0,Silver
U101411,2022-05-11,28,Seoul,Mobile,20,21,2.3,8,0,Silver
U101412,2020-01-22,50,Seoul,PC,48,34,5.7,17,1,Gold
U101413,2022-07-10,37,Seoul,Mobile,18,9,6.4,6,0,Bronze
U101414,2018-04-02,37,Gyeonggi,Mobile,70,33,4.9,13,0,Gold
U101415,2023-07-05,21,Incheon,Mobile,6,2,5.5,1,2,Bronze
U101416,2020-10-18,35,Seoul,Mobile,39,31,12.9,7,0,Silver
U101417,2023-02-05,27,Seoul,Tablet,11,11,7.0,8,0,Silver
U101418,2021-12-12,33,Gyeonggi,PC,25,13,14.4,4,1,Silver
U101419,2019-06-26,26,Incheon,Mobile,55,33,11.2,12,0,Silver
U101420,2019-03-28,33,Seoul,Tablet,58,35,2.0,12,0,Gold
U101421,2020-12-17,34,Gyeonggi,Mobile,37,19,7.0,9,0,Silver
U101422,2022-09-08,39,Seoul,Mobile,16,7,6.8,0,1,Bronze
U101423,2018-04-02,20,Seoul,Mobile,70,39,5.2,13,0,Gold
U101424,2020-12-17,22,Incheon,Mobile,37,25,11.7,10,0,Silver
U101425,2019-08-25,42,Incheon,Mobile,53,27,75.2,9,0,Gold
U101426,2022-09-08,29,Seoul,,16,17,14.5,8,0,Silver
U101427,2022-07-10,50,Incheon,PC,18,11,6.6,3,1,Bronze
U101428,2022-06-10,40,Busan,Mobile,19,6,9.3,7,0,Bronze
U101429,2020-05-21,45,Daegu,Mobile,44,32,6.9,15,2,Gold
U101430,2023-11-02,54,Gyeonggi,,2,9,6.8,6,0,Bronze
U101431,2019-03-28,35,Gyeonggi,Tablet,58,51,10.4,19,1,Gold
U101432,2023-03-07,32,Gyeonggi,PC,10,13,14.6,12,2,Bronze
U101433,2020-03-22,48,Busan,Mobile,46,23,11.0,8,0,Silver
U101434,2022-06-10,44,Seoul,PC,19,12,10.6,3,0,Bronze
U101435,2020-11-17,36,Seoul,Mobile,38,35,7.8,16,2,Silver
U101436,2020-12-17,53,Seoul,Mobile,37,18,10.5,8,0,Silver
U101437,2020-04-21,36,Busan,Mobile,45,21,11.5,6,2,Silver
U101438,2021-03-17,38,Seoul,Mobile,34,18,5.4,14,0,Silver
U101439,2023-11-02,38,Busan,Mobile,2,0,8.1,3,0,Bronze
U101440,2020-05-21,28,Incheon,Mobile,44,23,7.0,9,0,Silver
U101441,2021-10-13,39,Seoul,Mobile,27,13,6.1,12,1,Silver
U101442,2020-01-22,53,Busan,PC,48,32,10.9,15,1,Gold
U101443,2023-06-05,43,Gyeonggi,Mobile,7,0,7.3,0,0,Bronze
U101444,2021-10-13,38,Daegu,Mobile,27,17,9.4,14,2,Silver
U101445,2018-03-03,36,Seoul,Mobile,71,39,9.4,18,0,Gold
U101446,2022-07-10,42,Busan,Tablet,18,14,7.2,7,1,Silver
U101447,2021-04-16,46,Daegu,Mobile,33,23,3.6,8,1,Silver
U101448,2021-04-16,45,Incheon,Mobile,33,24,6.9,10,0,Silver
U101449,2021-12-12,34,Busan,Mobile,25,19,9.6,6,2,Bronze
U101450,2022-11-07,42,Gyeonggi,PC,14,5,8.9,6,1,Bronze
U101451,2020-11-17,43,Gyeonggi,Tablet,38,23,2.1,4,0,Silver
U101452,2020-11-17,27,Daegu,Mobile,38,30,10.4,16,1,Gold
U101453,2023-09-03,40,Gyeonggi,Mobile,4,5,6.3,0,1,Bronze
U101454,2018-11-28,20,Seoul,Tablet,62,42,9.7,17,0,Gold
U101455,2023-03-07,43,Incheon,Mobile,10,0,10.4,0,0,Bronze
U101456,2021-02-15,45,Busan,Mobile,35,26,9.4,9,0,Gold
U101457,2022-02-10,46,Busan,Mobile,23,4,13.6,4,1,Bronze
U101458,2018-08-30,34,Seoul,Mobile,65,31,11.0,12,0,Gold
U101459,2021-12-12,41,Busan,Mobile,25,11,6.6,2,1,Bronze
U101460,2019-08-25,54,Gyeonggi,Mobile,53,34,6.9,14,1,Gold
U101461,2022-08-09,54,Busan,PC,17,13,7.8,3,0,Silver
U101462,2019-04-27,38,Seoul,Tablet,57,30,6.9,10,0,Silver
U101463,2022-05-11,40,Busan,Mobile,20,2,9.1,0,1,Bronze
U101464,2021-12-12,50,Incheon,PC,25,20,4.6,7,1,Silver
U101465,2020-07-20,21,Seoul,Mobile,42,28,12.1,13,1,Silver
U101466,2020-04-21,34,Incheon,Mobile,45,29,8.1,12,2,Silver
U101467,2021-06-15,53,Gyeonggi,,31,28,12.1,17,0,Gold
U101468,2018-08-30,49,Daegu,Tablet,65,40,72.4,24,0,Gold
U101469,2019-09-24,42,Daegu,PC,52,26,4.5,9,3,Silver
U101470,2022-04-11,21,Gyeonggi,,21,19,11.2,5,1,Bronze
U101471,2021-07-15,37,Busan,PC,30,16,6.1,10,1,Silver
U101472,2023-10-03,32,Daegu,PC,3,1,5.0,1,1,Bronze
U101473,2018-04-02,42,Gyeonggi,Tablet,70,39,11.5,19,0,Gold
U101474,2020-06-20,29,Seoul,PC,43,22,5.6,10,2,Silver
U101475,2021-08-14,27,Busan,Tablet,29,15,7.9,5,2,Bronze
U101476,2023-10-03,20,Daegu,Mobile,3,9,6.4,3,0,Bronze
U101477,2019-03-28,51,Busan,Mobile,58,29,10.3,13,2,Gold
U101478,2021-04-16,34,Daegu,Mobile,33,25,8.7,9,0,Silver
U101479,2020-04-21,40,Gyeonggi,Mobile,45,18,10.7,11,2,Silver
U101480,2018-05-02,38,Daegu,Mobile,69,49,4.4,16,0,Gold
U101481,2021-05-16,26,Seoul,Mobile,32,28,8.7,15,1,Silver
U101482,2019-09-24,24,Gyeonggi,PC,52,26,8.3,5,0,Silver
U101483,2018-09-29,27,Seoul,Mobile,64,39,5.8,16,0,Gold
U101484,2020-09-18,30,Seoul,Mobile,40,27,4.9,10,0,Silver
U101485,2022-12-07,42,Gyeonggi,Mobile,13,5,7.7,0,0,Bronze
U101486,2021-08-14,29,,Tablet,29,27,7.1,5,0,Silver
U101487,2018-10-29,57,Busan,Mobile,63,38,11.5,12,0,Gold
U101488,2021-11-12,49,Gyeonggi,Mobile,26,13,10.5,5,1,Silver
U101489,2019-02-26,47,Gyeonggi,PC,59,36,5.9,13,0,Gold
U101490,2019-12-23,37,Seoul,Mobile,49,26,7.2,7,0,Silver
U101491,2019-08-25,55,Gyeonggi,Mobile,53,32,9.6,17,0,Gold
U101492,2021-06-15,36,Seoul,Mobile,31,16,10.0,3,0,Silver
U101493,2023-01-06,38,Seoul,Mobile,12,3,11.6,3,1,Bronze
U101494,2019-03-28,40,Gyeonggi,Tablet,58,39,7.8,13,0,Gold
U101495,2021-01-16,46,Busan,Mobile,36,13,8.5,2,1,Silver
U101496,2023-03-07,45,Gyeonggi,Mobile,10,15,2.7,4,0,Bronze
U101497,2023-07-05,33,Gyeonggi,Mobile,6,5,4.7,4,3,Bronze
U101498,2023-06-05,32,Gyeonggi,Mobile,7,13,10.7,1,2,Bronze
U101499,2021-06-15,45,Daegu,PC,31,23,4.7,10,1,Silver
U101500,2018-02-01,46,Gyeonggi,Mobile,72,36,3.0,12,1,Gold
U101501,2023-10-03,34,Gyeonggi,Mobile,3,2,10.3,0,0,Bronze
U101502,2020-02-21,21,Seoul,Mobile,47,19,6.8,9,0,Silver
U101503,2023-12-02,36,Gyeonggi,Mobile,1,0,5.6,7,0,Bronze
U101504,2020-04-21,45,Gyeonggi,Mobile,45,26,3.6,8,0,Silver
U101505,2019-07-26,58,Gyeonggi,PC,54,29,3.6,14,1,Gold
U101506,2019-11-23,25,Gyeonggi,PC,50,28,6.7,10,1,Silver
U101507,2023-06-05,33,Gyeonggi,Tablet,7,1,7.6,0,1,Bronze
U101508,2018-10-29,34,Gyeonggi,PC,63,49,11.7,23,1,Gold
U101509,2022-10-08,53,Busan,PC,15,10,7.6,1,1,Bronze
U101510,2018-07-01,38,Daegu,Mobile,67,43,7.0,14,0,Gold
U101511,2021-07-15,28,Busan,PC,30,18,7.1,9,0,Bronze
U101512,2018-06-01,44,Incheon,PC,68,42,1.2,22,0,Gold
U101513,2021-01-16,34,Seoul,PC,36,11,6.5,7,0,Bronze
U101514,2018-07-01,25,Seoul,Mobile,67,49,65.4,15,1,Gold
U101515,2023-08-04,28,Seoul,Mobile,5,0,8.3,0,0,Bronze
U101516,2021-12-12,57,Busan,PC,25,21,10.3,11,1,Silver
U101517,2023-02-05,42,Daegu,PC,11,13,11.2,10,0,Bronze
U101518,2018-02-01,39,Seoul,Tablet,72,34,3.1,14,1,Gold
U101519,2018-07-31,35,Incheon,Mobile,66,40,6.0,14,1,Gold
U101520,2021-09-13,41,Seoul,Mobile,28,19,11.0,13,0,Silver
U101521,2019-01-27,41,Incheon,Mobile,60,37,8.3,15,2,Gold
U101522,2023-03-07,41,Gyeonggi,PC,10,6,7.6,1,1,Bronze
U101523,2019-11-23,39,Seoul,Mobile,50,28,11.1,9,0,Gold
U101524,2020-10-18,48,Gyeonggi,Mobile,39,20,5.6,4,1,Silver
U101525,2020-12-17,38,Seoul,Tablet,37,27,5.8,19,1,Silver
U101526,2018-10-29,27,Seoul,Mobile,63,40,5.6,20,1,Gold
U101527,2018-12-28,31,Seoul,PC,61,38,4.0,13,2,Gold
U101528,2020-11-17,20,Daegu,Mobile,38,15,7.3,11,0,Silver
U101529,2021-04-16,60,Gyeonggi,PC,33,19,8.5,9,1,Silver
U101530,2020-04-21,47,Seoul,Mobile,45,27,4.9,12,0,Silver
U101531,2020-05-21,29,Gyeonggi,Tablet,44,31,7.7,10,0,Gold
U101532,2023-12-02,35,Busan,Tablet,1,0,6.2,0,0,Bronze
U101533,2019-08-25,31,Seoul,Mobile,53,26,7.8,10,0,Silver
U101534,2020-02-21,55,Gyeonggi,Mobile,47,37,12.3,9,0,Gold
U101535,2021-04-16,22,Seoul,,33,16,8.3,5,1,Silver
U101536,2018-07-01,39,Seoul,PC,67,31,8.3,12,1,Gold
U101537,2022-10-08,37,Busan,PC,15,6,14.1,6,2,Bronze
U101538,2022-11-07,47,Seoul,Mobile,14,4,6.5,0,0,Bronze
U101539,2022-02-10,37,Gyeonggi,Mobile,23,17,9.8,9,0,Silver
U101540,2019-07-26,20,Busan,Mobile,54,36,6.4,8,0,Gold
U101541,2023-05-06,35,Seoul,PC,8,0,10.4,4,1,Bronze
U101542,2019-07-26,27,Gyeonggi,Tablet,54,31,5.3,10,1,Gold
U101543,2021-01-16,39,Seoul,Mobile,36,24,7.0,10,1,Silver
U101544,2019-09-24,54,Incheon,Mobile,52,34,6.3,15,2,Gold
U101545,2023-07-05,20,Gyeonggi,Mobile,6,0,4.9,1,0,Bronze
U101546,2021-09-13,29,Daegu,Mobile,28,12,1.6,4,0,Bronze
U101547,2019-11-23,32,Gyeonggi,Mobile,50,41,9.2,13,1,Gold
U101548,2020-11-17,34,Seoul,Mobile,38,22,6.1,6,1,Silver
U101549,2021-07-15,46,Busan,,30,25,7.2,13,0,Silver
U101550,2019-07-26,36,Incheon,Mobile,54,34,7.6,12,0,Gold
U101551,2018-03-03,43,Gyeonggi,Mobile,71,48,3.6,19,0,Gold
U101552,2020-03-22,31,Daegu,Mobile,46,31,6.8,8,1,Silver
U101553,2021-09-13,41,Daegu,Mobile,28,18,2.6,10,1,Bronze
U101554,2022-08-09,47,Seoul,PC,17,11,6.6,0,1,Bronze
U101555,2020-01-22,30,Seoul,PC,48,23,12.5,12,0,Silver
U101556,2020-05-21,47,,Mobile,44,26,6.4,7,1,Silver
U101557,2019-01-27,39,Gyeonggi,Mobile,60,33,4.6,16,0,Gold
U101558,2019-01-27,50,Daegu,PC,60,34,6.5,14,0,Gold
U101559,2023-08-04,36,Incheon,Tablet,5,1,12.7,0,0,Bronze
U101560,2018-05-02,42,Gyeonggi,Mobile,69,42,6.7,22,2,Gold
U101561,2018-04-02,38,,Mobile,70,45,3.4,18,2,Gold
U101562,2023-06-05,37,Daegu,Mobile,7,4,2.5,1,0,Bronze
U101563,2019-08-25,41,Seoul,Mobile,53,37,6.8,18,0,Gold
U101564,2022-08-09,44,Daegu,Mobile,17,8,10.4,0,0,Bronze
U101565,2019-02-26,24,Gyeonggi,Mobile,59,36,9.3,7,0,Gold
U101566,2023-04-06,54,Busan,PC,9,18,11.3,11,0,Silver
U101567,2022-03-12,20,Seoul,Mobile,22,7,9.9,0,0,Silver
U101568,2020-04-21,30,Busan,Mobile,45,25,8.0,13,1,Silver
U101569,2019-02-26,37,Gyeonggi,Mobile,59,26,1.0,11,2,Silver
U101570,2022-12-07,43,Gyeonggi,Mobile,13,9,12.2,0,0,Bronze
U101571,2023-01-06,55,Seoul,Mobile,12,7,3.6,5,0,Bronze
U101572,2021-01-16,20,Busan,Mobile,36,22,14.9,8,0,Gold
U101573,2023-03-07,32,Daegu,PC,10,1,69.7,0,2,Silver
U101574,2022-09-08,20,Seoul,Mobile,16,6,5.8,0,0,Bronze
U101575,2022-06-10,38,Seoul,PC,19,12,6.4,0,2,Bronze
U101576,2023-07-05,41,Seoul,Tablet,6,0,8.0,1,1,Bronze
U101577,2023-09-03,55,Busan,Mobile,4,7,3.9,0,2,Bronze
U101578,2021-07-15,39,Gyeonggi,Mobile,30,11,5.3,4,0,Bronze
U101579,2020-03-22,49,Gyeonggi,Mobile,46,27,10.8,10,2,Silver
U101580,2021-10-13,44,Seoul,,27,14,12.0,3,0,Silver
U101581,2020-04-21,33,Gyeonggi,Tablet,45,24,4.7,5,1,Silver
U101582,2020-12-17,23,Gyeonggi,PC,37,14,9.0,13,0,Silver
U101583,2023-04-06,41,Gyeonggi,Mobile,9,5,6.4,2,1,Bronze
U101584,2018-12-28,22,Incheon,PC,61,31,9.5,18,2,Silver
U101585,2021-02-15,52,Seoul,Mobile,35,22,5.3,12,1,Silver
U101586,2020-02-21,36,Busan,Mobile,47,24,10.2,9,1,Silver
U101587,2022-04-11,51,Gyeonggi,Mobile,21,12,7.6,5,0,Bronze
U101588,2022-08-09,33,Gyeonggi,Mobile,17,1,6.5,1,2,Bronze
U101589,2019-06-26,41,Busan,PC,55,38,7.9,21,0,Gold
U101590,2023-07-05,40,Busan,Mobile,6,9,12.3,6,0,Bronze
U101591,2021-02-15,38,Incheon,Mobile,35,18,7.7,5,1,Bronze
U101592,2019-11-23,33,Seoul,Mobile,50,44,67.8,19,0,Gold
U101593,2020-12-17,42,Seoul,PC,37,26,8.3,13,2,Silver
U101594,2022-12-07,28,Busan,PC,13,7,8.3,0,1,Bronze
U101595,2021-12-12,25,Gyeonggi,Mobile,25,13,11.7,7,0,Silver
U101596,2023-12-02,52,Seoul,Mobile,1,0,10.5,4,2,Bronze
U101597,2019-12-23,46,Seoul,Mobile,49,26,3.9,8,0,Silver
U101598,2021-02-15,39,Seoul,Tablet,35,20,9.6,6,1,Silver
U101599,2019-08-25,56,Daegu,Mobile,53,32,12.8,16,0,Gold
U101600,2019-09-24,35,Seoul,Mobile,52,24,7.3,9,0,Gold
U101601,2019-07-26,53,Seoul,Mobile,54,39,10.6,13,0,Gold
U101602,2020-02-21,40,Seoul,Mobile,47,32,1.0,15,0,Gold
U101603,2020-06-20,27,Gyeonggi,PC,43,35,5.1,16,0,Gold
U101604,2022-05-11,58,Seoul,,20,14,15.2,6,0,Silver
U101605,2021-04-16,49,Gyeonggi,Mobile,33,25,10.3,13,0,Silver
U101606,2022-09-08,37,Seoul,Mobile,16,3,8.7,5,0,Bronze
U101607,2023-06-05,46,Daegu,Mobile,7,7,13.5,3,1,Bronze
U101608,2018-04-02,34,Seoul,Tablet,70,33,4.7,19,0,Gold
U101609,2022-04-11,47,,Mobile,21,8,11.8,8,2,Bronze
U101610,2021-01-16,20,Daegu,,36,34,5.4,8,0,Gold
U101611,2019-07-26,27,Busan,PC,54,31,8.3,9,0,Gold
U101612,2022-06-10,49,Gyeonggi,Mobile,19,11,3.1,0,1,Bronze
U101613,2021-12-12,35,Seoul,Mobile,25,19,6.8,7,1,Silver
U101614,2018-07-01,40,Seoul,Mobile,67,40,57.5,12,1,Gold
U101615,2019-08-25,23,Busan,PC,53,27,6.5,8,0,Gold
U101616,2020-01-22,58,Incheon,Mobile,48,24,9.5,13,1,Silver
U101617,2020-07-20,51,Busan,,42,29,6.5,6,0,Silver
U101618,2020-02-21,36,Gyeonggi,Mobile,47,30,56.0,12,0,Gold
U101619,2020-07-20,34,Busan,PC,42,29,10.2,12,0,Silver
U101620,2023-11-02,49,Gyeonggi,Mobile,2,4,6.0,1,0,Bronze
U101621,2023-07-05,60,Seoul,Mobile,6,4,5.4,2,1,Bronze
U101622,2020-03-22,48,Gyeonggi,Mobile,46,28,6.8,5,1,Silver
U101623,2018-07-31,62,Incheon,Mobile,66,40,6.7,14,0,Gold
U101624,2020-09-18,28,Seoul,PC,40,22,1.9,13,2,Silver
U101625,2019-03-28,29,Busan,Mobile,58,33,9.0,10,0,Gold
U101626,2021-04-16,25,Seoul,PC,33,22,9.1,14,1,Silver
U101627,2018-11-28,43,Gyeonggi,PC,62,44,2.6,13,0,Gold
U101628,2023-01-06,40,Seoul,Mobile,12,0,48.6,0,1,Silver
U101629,2019-12-23,36,Gyeonggi,PC,49,41,6.8,14,0,Gold
U101630,2023-08-04,47,Busan,Mobile,5,6,9.0,6,1,Bronze
U101631,2019-10-24,52,Gyeonggi,Mobile,51,33,7.3,12,1,Silver
U101632,2018-05-02,21,Busan,PC,69,36,9.0,15,0,Gold
U101633,2021-05-16,31,Daegu,Mobile,32,16,8.4,7,0,Silver
U101634,2019-12-23,47,Incheon,PC,49,32,10.6,13,1,Silver
