customer_id,gender,senior,partner,age,tenure,contract,internet_service,payment_method,num_services,support_calls,satisfaction,monthly_charge,churn
C100892,Male,1,No,36.0,5,Month-to-month,Fiber optic,Bank transfer,6,2,3,118.53,Yes
C100893,Male,0,No,45.0,11,Month-to-month,DSL,Electronic check,2,1,4,59.54,No
C100894,Female,1,No,43.0,7,Month-to-month,Fiber optic,Credit card,4,1,2,94.8,Yes
C100895,Female,1,No,43.0,14,Month-to-month,DSL,Bank transfer,2,4,4,51.65,No
C100896,Female,0,No,51.0,14,Month-to-month,Fiber optic,Credit card,2,2,4,76.88,No
C100897,Female,1,Yes,31.0,9,Month-to-month,DSL,Credit card,2,5,4,57.8,Yes
C100898,Male,0,No,59.0,9,Month-to-month,Fiber optic,Electronic check,2,2,4,89.44,No
C100899,Male,0,No,52.0,72,Two year,No,Electronic check,1,0,5,34.99,No
C100900,Male,0,No,40.0,22,Two year,Fiber optic,Bank transfer,7,0,4,123.6,No
C100901,Female,0,No,69.0,14,Month-to-month,DSL,Mailed check,2,0,4,58.27,No
C100902,Female,1,No,68.0,4,Month-to-month,Fiber optic,Electronic check,2,1,4,108.79,No
C100903,Male,0,No,59.0,9,Month-to-month,DSL,Electronic check,2,0,4,57.37,No
C100904,Male,0,Yes,19.0,14,Month-to-month,Fiber optic,Mailed check,4,0,5,83.19,No
C100905,Female,0,Yes,69.0,4,Month-to-month,Fiber optic,Electronic check,2,1,5,77.68,No
C100906,Female,1,Yes,57.0,8,Month-to-month,No,Credit card,1,1,4,29.78,Yes
C100907,Male,1,Yes,75.0,17,One year,DSL,Credit card,2,1,4,50.66,No
C100908,Male,0,No,64.0,4,Month-to-month,Fiber optic,Bank transfer,5,0,3,114.23,Yes
C100909,Female,0,Yes,69.0,5,Month-to-month,No,Electronic check,3,2,4,39.63,No
C100910,Male,0,Yes,58.0,7,One year,No,Electronic check,3,2,5,47.43,No
C100911,Male,0,No,65.0,2,One year,DSL,Mailed check,1,2,4,52.95,No
C100912,Male,0,Yes,75.0,4,Month-to-month,Fiber optic,Credit card,2,1,4,70.04,Yes
C100913,Female,0,Yes,48.0,9,Month-to-month,DSL,Mailed check,5,1,4,85.61,No
C100914,Female,0,Yes,21.0,5,Month-to-month,Fiber optic,Mailed check,3,0,4,92.61,No
C100915,Female,0,Yes,40.0,8,Month-to-month,DSL,Electronic check,1,1,4,50.97,No
C100916,Female,0,No,51.0,9,Month-to-month,No,Bank transfer,2,2,3,35.34,No
C100917,Female,0,No,46.0,7,Month-to-month,DSL,Bank transfer,3,3,3,62.04,No
C100918,Female,0,No,26.0,14,Month-to-month,Fiber optic,Electronic check,3,2,4,96.98,No
C100919,Female,0,Yes,21.0,59,One year,Fiber optic,Mailed check,4,4,4,100.67,No
C100920,Male,0,No,34.0,8,One year,No,Bank transfer,6,1,4,55.7,No
C100921,Male,0,Yes,57.0,16,Month-to-month,Fiber optic,Mailed check,6,2,3,100.99,Yes
C100922,Male,0,Yes,69.0,4,Month-to-month,DSL,Bank transfer,3,4,3,63.31,No
C100923,Male,0,Yes,59.0,11,Month-to-month,DSL,Credit card,3,2,4,62.18,No
C100924,Male,0,Yes,61.0,3,Month-to-month,DSL,Bank transfer,0,0,4,49.89,No
C100925,Male,0,Yes,44.0,10,Month-to-month,Fiber optic,Bank transfer,7,2,4,122.61,Yes
C100926,Male,0,Yes,19.0,18,Two year,Fiber optic,Credit card,6,1,3,109.69,No
C100927,Female,0,No,38.0,12,One year,Fiber optic,Credit card,1,3,4,78.86,No
C100928,Female,1,Yes,41.0,28,Two year,DSL,Mailed check,4,1,4,80.51,No
C100929,Male,0,Yes,38.0,7,One year,Fiber optic,Electronic check,2,2,4,92.12,No
C100930,Male,0,Yes,46.0,10,Two year,Fiber optic,Credit card,5,2,4,100.46,No
C100931,Female,1,No,52.0,12,One year,No,Electronic check,1,0,4,18.06,No
C100932,Male,0,Yes,58.0,48,Two year,Fiber optic,Credit card,5,0,4,117.7,No
C100933,Male,0,No,41.0,6,Month-to-month,DSL,Electronic check,1,1,4,56.74,Yes
C100934,Female,0,No,19.0,30,Month-to-month,Fiber optic,Credit card,2,0,4,93.6,No
C100935,Male,0,Yes,38.0,72,One year,DSL,Bank transfer,6,3,4,73.14,No
C100936,Female,0,Yes,46.0,23,Two year,Fiber optic,Bank transfer,2,0,4,92.68,No
C100937,Male,0,Yes,63.0,24,Month-to-month,Fiber optic,Mailed check,3,1,3,86.22,No
C100938,Female,1,No,36.0,4,Month-to-month,DSL,Credit card,1,3,4,61.48,Yes
C100939,Female,1,Yes,53.0,8,Month-to-month,DSL,Electronic check,5,1,4,77.14,No
C100940,Female,0,Yes,49.0,19,One year,DSL,Electronic check,2,0,5,47.69,No
C100941,Male,0,Yes,46.0,12,Month-to-month,No,Electronic check,5,1,4,51.32,No
C100942,Female,0,No,59.0,4,One year,DSL,Credit card,5,1,5,78.68,No
C100943,Male,1,Yes,35.0,28,Two year,Fiber optic,Mailed check,2,1,5,94.27,No
C100944,Male,1,Yes,36.0,57,Two year,DSL,Bank transfer,4,1,3,72.37,No
C100945,Male,0,No,45.0,1,Month-to-month,Fiber optic,Bank transfer,5,0,4,90.84,Yes
C100946,Male,0,No,35.0,4,Month-to-month,Fiber optic,Credit card,4,3,4,109.29,No
C100947,Female,0,No,53.0,19,Month-to-month,No,Bank transfer,0,2,4,24.35,No
C100948,Female,0,Yes,34.0,5,Month-to-month,DSL,Mailed check,0,3,4,45.43,Yes
C100949,Male,0,No,48.0,9,Month-to-month,Fiber optic,Bank transfer,7,1,4,126.0,No
C100950,Male,0,No,43.0,22,One year,Fiber optic,Bank transfer,5,1,4,95.85,No
C100951,Female,0,Yes,48.0,4,Month-to-month,No,Electronic check,3,1,3,35.46,Yes
C100952,Male,0,No,38.0,9,Two year,DSL,Electronic check,4,4,4,76.07,No
C100953,Female,0,Yes,40.0,21,Two year,DSL,Electronic check,1,0,4,66.24,No
C100954,Male,1,No,46.0,17,Month-to-month,Fiber optic,Mailed check,1,1,4,80.8,No
C100955,Male,0,Yes,48.0,28,Two year,DSL,Mailed check,0,1,5,32.57,No
C100956,Female,0,No,45.0,6,One year,DSL,Bank transfer,1,2,4,56.13,No
C100957,Male,0,Yes,71.0,14,Month-to-month,Fiber optic,Credit card,5,1,2,114.67,Yes
C100958,Female,0,No,30.0,3,Month-to-month,Fiber optic,Electronic check,5,1,3,92.65,Yes
C100959,Male,0,Yes,44.0,11,Month-to-month,Fiber optic,Bank transfer,3,0,3,92.01,Yes
C100960,Male,0,No,21.0,7,Month-to-month,Fiber optic,Mailed check,3,1,3,100.87,No
C100961,Male,0,No,51.0,11,One year,Fiber optic,Electronic check,5,2,4,115.35,No
C100962,Female,0,Yes,28.0,7,Month-to-month,Fiber optic,Bank transfer,3,0,5,81.98,Yes
C100963,Male,0,No,41.0,15,One year,Fiber optic,Credit card,3,0,5,91.24,No
C100964,Male,0,No,39.0,8,Month-to-month,Fiber optic,Electronic check,4,4,3,95.49,Yes
C100965,Male,0,Yes,49.0,10,Month-to-month,DSL,Mailed check,1,1,5,43.89,No
C100966,Male,0,Yes,37.0,32,One year,DSL,Electronic check,1,1,4,52.45,No
C100967,Female,0,No,36.0,51,One year,Fiber optic,Electronic check,2,1,4,89.33,No
C100968,Female,0,Yes,67.0,8,Month-to-month,Fiber optic,Bank transfer,1,0,4,93.58,No
C100969,Male,0,Yes,49.0,15,Month-to-month,Fiber optic,Credit card,3,1,4,76.01,No
C100970,Female,0,Yes,37.0,27,Two year,Fiber optic,Bank transfer,7,2,4,120.73,No
C100971,Male,0,Yes,41.0,13,One year,DSL,Mailed check,2,0,5,51.42,No
C100972,Male,0,Yes,70.0,10,Month-to-month,DSL,Credit card,3,2,4,54.77,Yes
C100973,Male,0,Yes,41.0,2,Month-to-month,DSL,Electronic check,2,2,4,55.1,No
C100974,Female,0,No,35.0,4,Month-to-month,Fiber optic,Bank transfer,2,3,5,88.99,Yes
C100975,Female,0,No,35.0,3,Month-to-month,Fiber optic,Mailed check,7,1,4,112.9,No
C100976,Female,1,Yes,37.0,19,One year,Fiber optic,Credit card,3,0,4,94.15,No
C100977,Female,0,No,36.0,4,Two year,Fiber optic,Credit card,4,0,4,98.93,No
C100978,Female,0,No,,5,One year,No,Credit card,2,1,4,34.94,No
C100979,Female,0,No,28.0,2,Month-to-month,No,Electronic check,1,1,4,33.98,No
C100980,Female,0,Yes,33.0,25,Two year,Fiber optic,Bank transfer,4,0,3,97.61,No
C100981,Female,0,Yes,54.0,6,Month-to-month,No,Bank transfer,5,0,3,50.7,Yes
C100982,Female,0,No,39.0,20,Two year,Fiber optic,Bank transfer,3,3,5,93.25,No
C100983,Male,1,No,42.0,11,Month-to-month,No,Mailed check,2,3,5,47.12,Yes
C100984,Female,0,No,64.0,8,Month-to-month,No,Electronic check,2,0,4,35.4,No
C100985,Female,0,No,64.0,12,One year,No,Electronic check,0,3,4,22.71,No
C100986,Female,0,Yes,41.0,1,Month-to-month,Fiber optic,Electronic check,4,1,3,98.72,Yes
C100987,Female,0,No,36.0,22,One year,Fiber optic,Credit card,4,2,3,99.18,No
C100988,Female,0,Yes,,2,One year,Fiber optic,Credit card,3,1,3,79.38,No
C100989,Female,0,Yes,55.0,9,Month-to-month,DSL,Electronic check,3,0,4,60.02,No
C100990,Female,0,No,42.0,72,One year,Fiber optic,Credit card,1,1,4,84.72,No
C100991,Female,0,Yes,39.0,12,Month-to-month,No,Electronic check,2,1,4,32.07,No
C100992,Female,1,Yes,33.0,5,Month-to-month,DSL,Mailed check,4,2,5,70.84,No
C100993,Female,1,No,33.0,46,Two year,Fiber optic,Electronic check,2,0,3,99.98,No
C100994,Female,0,Yes,50.0,72,Two year,Fiber optic,Credit card,1,1,5,83.77,No
C100995,Male,0,No,25.0,17,Month-to-month,Fiber optic,Bank transfer,4,1,4,90.75,No
C100996,Male,1,No,60.0,21,Month-to-month,No,Mailed check,2,4,2,23.95,Yes
C100997,Female,1,No,37.0,4,Month-to-month,No,Bank transfer,2,0,3,41.64,Yes
C100998,Female,0,Yes,43.0,11,One year,Fiber optic,Electronic check,3,3,4,86.7,No
C100999,Male,0,Yes,25.0,40,Two year,DSL,Mailed check,1,2,4,52.92,No
C101000,Female,0,Yes,45.0,8,Month-to-month,Fiber optic,Mailed check,1,0,5,86.59,No
C101001,Male,0,Yes,40.0,11,Two year,Fiber optic,Electronic check,4,2,4,100.89,No
C101002,Male,1,Yes,44.0,12,Month-to-month,Fiber optic,Credit card,1,0,3,95.06,No
C101003,Male,0,No,,13,Month-to-month,DSL,Bank transfer,3,2,4,61.83,No
C101004,Male,1,Yes,48.0,19,Two year,Fiber optic,Electronic check,2,0,4,92.14,No
C101005,Male,0,No,33.0,3,Month-to-month,DSL,Electronic check,2,5,2,54.06,Yes
C101006,Female,1,Yes,34.0,6,Month-to-month,Fiber optic,Electronic check,2,1,4,88.04,No
C101007,Male,0,No,54.0,12,One year,DSL,Mailed check,2,1,5,62.62,No
C101008,Female,1,No,64.0,9,Month-to-month,Fiber optic,Mailed check,3,3,3,102.48,Yes
C101009,Female,0,Yes,49.0,3,Month-to-month,DSL,Electronic check,4,0,5,58.12,No
C101010,Male,0,Yes,55.0,21,Two year,No,Bank transfer,3,3,3,32.59,No
C101011,Male,0,No,54.0,10,One year,Fiber optic,Mailed check,5,1,5,106.47,No
C101012,Female,1,No,66.0,37,Two year,DSL,Electronic check,1,0,4,58.11,No
C101013,Male,0,No,19.0,62,Month-to-month,Fiber optic,Credit card,3,0,4,84.44,No
C101014,Male,1,Yes,55.0,9,Month-to-month,No,Electronic check,1,2,4,25.12,No
C101015,Female,1,Yes,60.0,23,Two year,Fiber optic,Mailed check,4,0,4,105.78,No
C101016,Female,0,No,25.0,11,Month-to-month,Fiber optic,Mailed check,3,2,3,98.06,Yes
C101017,Male,0,No,32.0,14,Month-to-month,DSL,Electronic check,2,1,4,59.76,Yes
C101018,Female,0,Yes,32.0,0,Month-to-month,Fiber optic,Electronic check,6,1,3,109.89,Yes
C101019,Male,0,No,34.0,8,Month-to-month,Fiber optic,Electronic check,4,0,4,92.0,No
C101020,Male,0,Yes,38.0,15,Month-to-month,Fiber optic,Credit card,3,2,3,90.38,Yes
C101021,Male,0,Yes,49.0,5,Two year,No,Bank transfer,0,1,5,27.09,No
C101022,Female,0,Yes,58.0,28,Two year,DSL,Bank transfer,3,5,3,69.41,No
C101023,Female,0,Yes,61.0,32,One year,DSL,Mailed check,3,2,4,56.98,No
C101024,Female,0,No,32.0,56,One year,No,Mailed check,2,5,3,43.15,No
C101025,Female,0,Yes,32.0,30,Two year,Fiber optic,Electronic check,2,1,5,81.64,No
C101026,Female,1,Yes,65.0,25,One year,DSL,Electronic check,4,1,4,73.05,No
C101027,Male,0,No,55.0,11,Month-to-month,Fiber optic,Electronic check,3,2,4,85.65,No
C101028,Male,1,No,46.0,2,Month-to-month,No,Mailed check,1,3,4,40.85,No
C101029,Male,0,No,52.0,35,Month-to-month,DSL,Electronic check,2,1,5,62.95,No
C101030,Male,0,No,45.0,11,Month-to-month,DSL,Electronic check,4,0,4,70.31,No
C101031,Female,0,Yes,53.0,7,Month-to-month,DSL,Electronic check,1,0,4,48.04,No
C101032,Male,0,No,40.0,19,Month-to-month,No,Mailed check,1,2,3,41.23,No
C101033,Female,0,No,49.0,4,Month-to-month,No,Mailed check,3,1,4,41.64,No
C101034,Male,0,No,22.0,12,Month-to-month,Fiber optic,Electronic check,3,0,3,107.27,No
C101035,Female,0,Yes,35.0,6,Month-to-month,Fiber optic,Electronic check,7,1,4,118.05,No
C101036,Female,0,Yes,35.0,4,Month-to-month,DSL,Electronic check,2,2,4,58.26,Yes
C101037,Male,0,No,39.0,17,One year,DSL,Electronic check,4,2,5,74.86,No
C101038,Male,0,Yes,31.0,9,Month-to-month,No,Electronic check,1,3,4,27.34,No
C101039,Male,0,No,37.0,23,Two year,DSL,Electronic check,7,1,5,88.88,No
C101040,Male,0,No,22.0,72,Two year,Fiber optic,Bank transfer,2,2,5,89.67,No
C101041,Female,0,No,53.0,18,One year,Fiber optic,Mailed check,4,3,3,105.12,No
C101042,Male,0,No,44.0,12,One year,DSL,Electronic check,5,2,4,69.6,No
C101043,Male,0,No,19.0,27,Two year,Fiber optic,Electronic check,1,2,4,81.23,No
C101044,Female,1,Yes,32.0,14,Month-to-month,Fiber optic,Electronic check,1,1,5,80.5,No
C101045,Male,0,No,50.0,33,Two year,Fiber optic,Electronic check,2,1,5,91.54,No
C101046,Male,0,No,37.0,47,One year,DSL,Credit card,5,1,5,75.16,No
C101047,Male,0,Yes,,20,One year,DSL,Credit card,2,6,4,53.16,No
C101048,Male,0,Yes,44.0,1,Month-to-month,Fiber optic,Electronic check,3,3,4,103.11,Yes
C101049,Male,0,Yes,50.0,9,Month-to-month,No,Bank transfer,1,1,3,34.28,No
C101050,Female,0,No,23.0,19,One year,DSL,Electronic check,4,3,4,77.31,No
C101051,Male,0,Yes,53.0,33,One year,No,Electronic check,4,4,3,53.17,No
C101052,Male,0,No,33.0,2,One year,Fiber optic,Bank transfer,2,1,4,91.12,No
C101053,Male,0,Yes,45.0,12,Month-to-month,No,Electronic check,4,1,5,48.72,No
C101054,Male,0,Yes,44.0,15,Month-to-month,DSL,Mailed check,1,2,3,49.8,No
C101055,Male,0,No,37.0,9,Month-to-month,DSL,Bank transfer,2,0,5,66.43,Yes
C101056,Female,0,Yes,30.0,14,Month-to-month,DSL,Mailed check,2,2,4,58.25,No
C101057,Male,0,No,41.0,4,Month-to-month,Fiber optic,Credit card,3,1,4,89.1,Yes
C101058,Female,0,No,69.0,15,Month-to-month,No,Bank transfer,2,1,4,35.07,No
C101059,Female,0,No,25.0,3,Month-to-month,DSL,Bank transfer,5,1,3,72.52,Yes
C101060,Male,0,Yes,70.0,5,Month-to-month,Fiber optic,Mailed check,4,1,3,105.52,Yes
C101061,Male,0,No,41.0,13,Month-to-month,DSL,Electronic check,3,1,3,68.44,No
C101062,Male,0,No,46.0,72,Two year,Fiber optic,Bank transfer,1,2,4,87.13,No
C101063,Male,0,No,29.0,53,One year,DSL,Credit card,5,3,4,65.15,No
C101064,Female,0,No,,21,One year,DSL,Mailed check,4,2,4,56.86,No
C101065,Male,0,No,37.0,2,Month-to-month,DSL,Credit card,6,1,4,82.47,No
C101066,Male,0,No,29.0,10,One year,Fiber optic,Electronic check,2,1,5,88.5,No
C101067,Male,0,No,42.0,6,Month-to-month,DSL,Electronic check,2,3,3,66.36,No
C101068,Male,0,Yes,39.0,1,Two year,DSL,Electronic check,2,2,3,52.82,No
C101069,Male,1,Yes,73.0,6,One year,DSL,Mailed check,1,4,4,47.37,No
C101070,Male,0,Yes,28.0,32,One year,No,Credit card,1,2,4,20.91,No
C101071,Female,0,Yes,47.0,72,Two year,Fiber optic,Mailed check,2,1,4,79.59,No
C101072,Female,1,Yes,49.0,18,Month-to-month,Fiber optic,Credit card,5,1,4,104.65,Yes
C101073,Male,1,Yes,29.0,5,Month-to-month,Fiber optic,Mailed check,4,0,3,93.89,No
C101074,Male,1,No,,27,One year,DSL,Mailed check,1,0,4,54.69,No
C101075,Male,0,Yes,39.0,8,Month-to-month,Fiber optic,Bank transfer,9,1,2,129.29,No
C101076,Female,0,No,19.0,3,Month-to-month,DSL,Electronic check,7,3,3,82.28,No
C101077,Male,0,Yes,55.0,21,One year,Fiber optic,Bank transfer,1,0,5,74.18,No
C101078,Female,0,Yes,28.0,13,Month-to-month,Fiber optic,Electronic check,3,2,4,85.21,No
C101079,Male,0,Yes,29.0,7,One year,Fiber optic,Electronic check,4,2,4,82.41,No
C101080,Male,0,Yes,55.0,7,Two year,DSL,Bank transfer,1,2,4,46.16,No
C101081,Male,0,No,40.0,6,Month-to-month,DSL,Credit card,3,2,4,59.76,No
C101082,Male,0,No,59.0,20,Month-to-month,No,Bank transfer,4,1,4,29.87,No
C101083,Female,1,Yes,63.0,14,Month-to-month,Fiber optic,Bank transfer,1,3,3,93.81,No
C101084,Female,0,Yes,35.0,6,Month-to-month,DSL,Bank transfer,2,1,4,63.44,No
C101085,Male,0,Yes,57.0,4,Month-to-month,DSL,Electronic check,3,2,4,61.8,Yes
C101086,Male,0,No,34.0,8,Month-to-month,No,Credit card,2,1,3,17.66,No
C101087,Female,0,No,78.0,3,Month-to-month,Fiber optic,Mailed check,4,2,3,106.89,Yes
C101088,Female,0,No,35.0,9,Month-to-month,No,Electronic check,3,2,3,34.81,Yes
C101089,Female,0,No,60.0,14,One year,DSL,Mailed check,3,2,4,52.01,No
C101090,Female,1,No,58.0,1,Two year,Fiber optic,Electronic check,4,2,3,93.26,No
C101091,Male,0,Yes,50.0,12,One year,DSL,Electronic check,1,1,5,47.31,No
C101092,Female,0,Yes,35.0,1,Month-to-month,Fiber optic,Electronic check,2,3,3,80.34,Yes
C101093,Male,0,No,43.0,10,Month-to-month,DSL,Electronic check,4,0,4,64.44,No
C101094,Female,0,No,19.0,5,One year,DSL,Bank transfer,4,2,5,55.13,No
C101095,Female,0,No,48.0,1,Month-to-month,DSL,Bank transfer,1,2,4,60.99,No
C101096,Female,0,No,50.0,7,Month-to-month,Fiber optic,Bank transfer,2,0,4,93.75,No
C101097,Female,0,Yes,47.0,19,Two year,Fiber optic,Mailed check,6,3,3,105.64,No
C101098,Female,0,No,19.0,10,Month-to-month,Fiber optic,Bank transfer,6,1,3,117.03,Yes
C101099,Male,0,No,26.0,3,Month-to-month,No,Electronic check,3,1,4,34.72,No
C101100,Male,0,Yes,,63,Two year,Fiber optic,Bank transfer,3,0,4,93.2,No
C101101,Female,0,No,49.0,41,Two year,Fiber optic,Electronic check,6,1,4,102.61,No
C101102,Female,0,No,49.0,22,Month-to-month,No,Mailed check,1,1,4,29.68,No
C101103,Male,0,Yes,42.0,7,Month-to-month,Fiber optic,Electronic check,3,1,4,98.66,Yes
C101104,Female,0,Yes,55.0,7,One year,DSL,Credit card,4,1,4,70.56,No
C101105,Female,0,Yes,30.0,51,One year,No,Credit card,3,0,4,34.3,No
C101106,Male,0,No,54.0,14,Month-to-month,DSL,Bank transfer,1,1,4,37.05,Yes
C101107,Female,0,Yes,52.0,13,One year,Fiber optic,Electronic check,6,0,4,117.03,No
C101108,Female,1,No,51.0,23,Two year,DSL,Electronic check,1,1,5,52.58,No
C101109,Male,1,No,42.0,6,Month-to-month,Fiber optic,Credit card,4,2,4,96.55,Yes
C101110,Male,0,Yes,72.0,49,Two year,Fiber optic,Mailed check,1,2,4,76.66,No
C101111,Male,0,No,52.0,32,Two year,DSL,Credit card,2,2,4,58.94,No
C101112,Female,0,No,30.0,12,Month-to-month,Fiber optic,Mailed check,2,0,4,78.45,No
C101113,Male,0,Yes,49.0,7,One year,Fiber optic,Credit card,5,0,4,107.98,No
C101114,Male,0,Yes,56.0,7,Month-to-month,DSL,Credit card,1,2,4,49.23,No
C101115,Male,0,No,36.0,19,One year,Fiber optic,Bank transfer,4,2,3,94.01,No
C101116,Male,0,No,61.0,3,One year,DSL,Electronic check,3,1,4,57.44,Yes
C101117,Male,1,Yes,51.0,11,Month-to-month,No,Mailed check,2,0,3,37.45,No
C101118,Male,0,Yes,19.0,17,One year,Fiber optic,Credit card,5,1,5,87.64,No
C101119,Female,0,Yes,49.0,46,Two year,No,Credit card,2,0,5,27.51,No
C101120,Female,0,No,39.0,17,Month-to-month,DSL,Electronic check,1,5,3,55.52,No
C101121,Male,0,Yes,,29,Month-to-month,DSL,Mailed check,2,1,5,56.26,No
C101122,Male,0,No,59.0,9,Month-to-month,DSL,Credit card,6,1,5,89.49,No
C101123,Male,1,No,48.0,12,One year,DSL,Bank transfer,7,2,3,90.95,No
C101124,Female,0,Yes,70.0,8,Two year,Fiber optic,Credit card,4,1,4,94.38,No
C101125,Female,0,No,42.0,7,Two year,No,Credit card,0,1,5,18.32,No
C101126,Female,0,Yes,54.0,8,Month-to-month,Fiber optic,Credit card,3,2,3,94.01,No
C101127,Female,1,No,57.0,2,Month-to-month,No,Electronic check,4,2,3,41.33,No
C101128,Female,0,Yes,44.0,3,Month-to-month,DSL,Electronic check,3,2,3,67.26,Yes
C101129,Female,0,No,57.0,8,Month-to-month,No,Electronic check,4,0,4,56.73,No
C101130,Female,0,No,36.0,6,Month-to-month,DSL,Credit card,1,2,3,42.83,No
C101131,Female,0,Yes,39.0,4,Month-to-month,No,Mailed check,2,1,5,36.37,No
C101132,Female,0,Yes,25.0,6,Month-to-month,DSL,Electronic check,1,2,5,45.57,No
C101133,Male,0,Yes,49.0,42,Two year,No,Electronic check,1,1,4,21.19,No
C101134,Male,0,Yes,50.0,22,One year,DSL,Mailed check,3,1,3,60.37,No
C101135,Male,0,No,63.0,33,One year,DSL,Credit card,4,2,3,64.82,No
C101136,Male,1,No,57.0,7,Month-to-month,Fiber optic,Bank transfer,3,3,3,100.49,Yes
C101137,Female,0,Yes,,17,Two year,Fiber optic,Bank transfer,1,0,5,81.34,No
C101138,Female,0,No,27.0,18,One year,Fiber optic,Electronic check,6,1,3,109.66,No
C101139,Male,0,No,51.0,8,Two year,No,Credit card,3,2,4,40.49,No
C101140,Female,0,No,62.0,7,Month-to-month,Fiber optic,Electronic check,1,1,4,83.9,No
C101141,Male,1,Yes,56.0,6,Month-to-month,Fiber optic,Bank transfer,6,4,2,113.86,Yes
C101142,Female,0,Yes,,41,Month-to-month,DSL,Electronic check,6,1,5,88.01,No
C101143,Male,0,Yes,42.0,19,Month-to-month,Fiber optic,Electronic check,2,1,4,87.68,No
C101144,Female,0,No,38.0,26,One year,Fiber optic,Electronic check,5,1,4,119.79,No
C101145,Female,0,Yes,34.0,33,Two year,No,Mailed check,1,0,5,19.6,No
C101146,Male,0,Yes,44.0,24,Month-to-month,Fiber optic,Bank transfer,2,3,3,76.5,No
C101147,Female,0,Yes,44.0,11,Month-to-month,Fiber optic,Electronic check,2,1,5,88.34,No
C101148,Male,0,No,48.0,8,One year,DSL,Electronic check,0,2,5,51.38,No
C101149,Male,1,Yes,,4,Month-to-month,DSL,Credit card,3,2,5,63.63,No
C101150,Male,0,Yes,43.0,29,One year,Fiber optic,Electronic check,2,1,5,81.25,No
C101151,Male,0,Yes,33.0,25,One year,DSL,Electronic check,2,0,4,57.04,No
C101152,Female,0,Yes,59.0,11,Month-to-month,DSL,Mailed check,2,4,4,55.24,Yes
C101153,Female,0,No,46.0,51,Two year,DSL,Credit card,3,2,4,61.68,No
C101154,Female,0,Yes,42.0,16,Month-to-month,No,Electronic check,4,0,4,38.55,Yes
C101155,Male,0,Yes,34.0,4,Two year,DSL,Credit card,2,1,5,53.38,No
C101156,Female,0,No,25.0,14,One year,No,Mailed check,3,0,5,44.7,No
C101157,Male,0,Yes,65.0,36,Two year,DSL,Mailed check,2,1,4,65.91,No
C101158,Female,0,Yes,53.0,20,Month-to-month,DSL,Electronic check,4,2,3,67.85,No
C101159,Female,1,No,21.0,13,Month-to-month,Fiber optic,Bank transfer,3,3,3,88.37,Yes
C101160,Female,0,Yes,56.0,15,Month-to-month,Fiber optic,Electronic check,4,1,3,91.97,Yes
C101161,Male,0,Yes,59.0,3,Month-to-month,Fiber optic,Bank transfer,5,2,4,96.18,No
C101162,Female,0,Yes,47.0,6,Two year,Fiber optic,Electronic check,3,2,4,99.28,Yes
C101163,Female,0,No,69.0,11,Month-to-month,DSL,Mailed check,2,0,4,58.2,No
C101164,Male,0,No,,16,Two year,Fiber optic,Credit card,5,2,4,103.64,Yes
C101165,Female,0,No,24.0,12,Month-to-month,Fiber optic,Bank transfer,1,4,3,87.21,Yes
C101166,Male,0,No,50.0,5,Month-to-month,DSL,Electronic check,3,1,5,65.87,No
C101167,Female,0,Yes,49.0,16,Two year,No,Bank transfer,3,2,4,20.93,No
C101168,Male,0,Yes,36.0,14,Month-to-month,Fiber optic,Bank transfer,3,4,4,87.96,Yes
C101169,Male,0,No,54.0,17,One year,Fiber optic,Electronic check,4,2,4,98.7,No
C101170,Female,0,No,20.0,4,Month-to-month,No,Mailed check,4,1,4,56.41,No
C101171,Male,0,Yes,60.0,22,Two year,No,Electronic check,6,1,5,67.53,Yes
C101172,Male,0,No,32.0,26,One year,Fiber optic,Mailed check,5,3,5,89.59,No
C101173,Male,0,Yes,30.0,16,One year,DSL,Bank transfer,3,0,4,54.1,No
C101174,Male,0,Yes,43.0,12,Month-to-month,No,Electronic check,4,1,4,45.01,Yes
C101175,Male,0,Yes,51.0,7,Month-to-month,DSL,Electronic check,5,2,4,79.41,Yes
C101176,Male,0,Yes,47.0,57,Two year,DSL,Electronic check,3,0,4,58.39,No
C101177,Female,0,No,34.0,22,Two year,DSL,Credit card,2,3,4,60.62,No
C101178,Male,0,No,37.0,5,Month-to-month,Fiber optic,Bank transfer,3,2,4,88.35,No
C101179,Male,0,Yes,28.0,22,Month-to-month,No,Electronic check,4,1,3,39.85,No
C101180,Female,0,Yes,42.0,8,Month-to-month,Fiber optic,Mailed check,2,2,3,79.19,No
C101181,Female,0,No,61.0,12,Month-to-month,No,Electronic check,3,4,4,28.42,No
C101182,Female,0,Yes,45.0,10,One year,DSL,Bank transfer,3,0,4,59.46,No
C101183,Female,0,No,58.0,11,Month-to-month,DSL,Mailed check,1,2,5,58.91,No
C101184,Female,0,Yes,67.0,13,Month-to-month,Fiber optic,Credit card,2,4,3,90.37,Yes
C101185,Female,0,No,36.0,8,One year,No,Electronic check,3,0,5,39.89,No
C101186,Female,1,Yes,42.0,15,Month-to-month,Fiber optic,Bank transfer,1,2,4,82.01,Yes
C101187,Male,0,Yes,78.0,15,One year,DSL,Bank transfer,3,2,4,65.96,No
C101188,Male,0,Yes,67.0,45,Two year,DSL,Credit card,2,1,5,53.68,No
C101189,Female,0,Yes,20.0,5,Month-to-month,DSL,Mailed check,5,2,4,69.39,No
