customer_id,age,income,loan_amount,credit_score,employment_years,debt_to_income,num_credit_lines,home_ownership,loan_purpose,default
L200824,36,3926,1079,620.0,13.0,5.1,7,Own,Personal,No
L200825,55,1986,1140,608.0,3.0,24.7,3,Mortgage,Car,No
L200826,56,4804,3353,637.0,2.0,25.8,7,Rent,Car,Yes
L200827,35,5062,4129,712.0,10.0,17.2,3,Own,House,No
L200828,36,5289,6125,521.0,4.0,53.5,8,Own,Personal,Yes
L200829,37,7452,3955,751.0,5.0,28.2,10,Mortgage,Car,No
L200830,27,4574,4395,646.0,13.0,30.2,10,Rent,House,Yes
L200831,31,4785,3500,616.0,11.0,29.1,9,Own,Car,No
L200832,30,3014,1266,722.0,6.0,8.7,3,Rent,Car,No
L200833,32,6477,5281,646.0,0.0,25.7,7,Mortgage,Education,No
L200834,40,5332,6223,587.0,4.0,41.9,8,Rent,House,Yes
L200835,42,4244,1376,553.0,18.0,17.2,3,Rent,Car,No
L200836,56,1572,1112,709.0,13.0,44.4,6,Own,House,Yes
L200837,30,7600,1912,713.0,15.0,6.8,7,Own,Business,No
L200838,50,2790,1454,631.0,9.0,27.6,4,Rent,Car,No
L200839,38,3936,3230,752.0,6.0,39.2,6,,Education,No
L200840,40,5645,5877,663.0,13.0,24.6,7,Rent,House,No
L200841,47,2846,2648,753.0,14.0,26.1,7,Rent,House,No
L200842,29,2312,1533,593.0,6.0,42.9,11,Rent,Personal,No
L200843,44,1500,1664,584.0,4.0,40.3,1,Rent,Personal,Yes
L200844,42,6298,3166,624.0,0.0,23.7,2,Rent,House,Yes
L200845,45,4019,3834,632.0,4.0,40.9,11,Rent,Business,Yes
L200846,43,10269,6921,741.0,11.0,9.9,11,,Business,No
L200847,65,3210,3527,681.0,5.0,38.5,1,Mortgage,Personal,No
L200848,34,3341,3332,607.0,13.0,45.7,9,Own,Personal,No
L200849,35,3982,4386,661.0,18.0,36.6,7,Rent,Education,No
L200850,34,5438,2253,630.0,8.0,13.5,11,Rent,Personal,No
L200851,34,4154,3606,604.0,8.0,25.1,7,Mortgage,Personal,No
L200852,34,6102,5727,654.0,11.0,30.8,3,Mortgage,Education,No
L200853,52,3239,3052,647.0,5.0,33.5,5,Own,Education,Yes
L200854,54,2513,1769,606.0,5.0,13.3,2,Rent,Business,No
L200855,34,1763,372,606.0,5.0,17.8,5,Own,House,No
L200856,32,1500,692,717.0,2.0,7.3,8,Own,Business,No
L200857,45,4067,2128,690.0,12.0,19.6,10,Mortgage,Education,No
L200858,34,4458,4690,726.0,6.0,36.1,3,Own,Car,Yes
L200859,46,3863,4021,640.0,14.0,50.3,4,Own,Personal,Yes
L200860,42,7238,2205,584.0,11.0,5.0,8,Own,Personal,No
L200861,25,7210,8290,620.0,8.0,39.7,2,Rent,Car,Yes
L200862,55,4397,1682,732.0,12.0,5.0,1,Mortgage,Personal,No
L200863,58,1771,1088,548.0,3.0,5.3,3,Own,House,No
L200864,34,3980,1652,761.0,4.0,20.7,2,Rent,Business,No
L200865,36,3920,4157,582.0,12.0,42.7,10,Rent,Education,Yes
L200866,43,3817,3624,715.0,0.0,39.7,2,Rent,Education,No
L200867,43,3744,2072,589.0,8.0,28.6,4,Rent,Education,Yes
L200868,47,3824,3372,618.0,11.0,36.1,6,Rent,Personal,Yes
L200869,60,4304,1654,516.0,15.0,11.8,10,Rent,Business,Yes
L200870,38,3856,2245,790.0,16.0,25.4,10,Mortgage,House,No
L200871,32,5375,3102,700.0,7.0,19.0,5,Own,Business,No
L200872,26,5649,2474,704.0,12.0,26.4,4,Own,Personal,No
L200873,33,3361,3617,625.0,4.0,40.2,8,Mortgage,Car,Yes
L200874,40,7288,6405,595.0,6.0,34.2,11,Mortgage,House,Yes
L200875,58,3236,1553,714.0,15.0,24.3,5,Mortgage,Personal,No
L200876,35,2088,923,576.0,8.0,36.4,2,Rent,Personal,Yes
L200877,42,5685,1239,648.0,9.0,5.0,4,Rent,Personal,No
L200878,40,3529,1929,572.0,3.0,12.1,7,Rent,Car,Yes
L200879,52,5578,4054,669.0,10.0,27.1,4,Own,Personal,No
L200880,65,1500,717,526.0,12.0,13.1,6,Mortgage,Personal,Yes
L200881,35,7506,6759,556.0,12.0,41.6,2,Rent,Personal,Yes
L200882,35,6210,3799,600.0,2.0,26.0,9,Mortgage,Business,Yes
L200883,50,2299,1187,703.0,13.0,11.7,4,Rent,Car,No
L200884,47,2338,2663,623.0,3.0,51.6,1,Own,Education,Yes
L200885,58,8010,3707,729.0,8.0,33.3,3,Rent,House,No
L200886,46,3673,2197,765.0,0.0,17.5,7,Own,Education,No
L200887,36,3498,2037,638.0,7.0,25.9,10,Mortgage,Personal,No
L200888,46,1500,662,557.0,3.0,5.0,9,Rent,Business,No
L200889,51,4369,1824,728.0,6.0,13.8,6,Rent,House,No
L200890,48,4590,2306,552.0,8.0,22.6,4,Mortgage,Business,No
L200891,45,6288,6692,597.0,12.0,41.4,2,Mortgage,Car,Yes
L200892,51,2482,2400,541.0,12.0,39.6,9,Mortgage,Car,Yes
L200893,52,2263,1994,727.0,0.0,29.0,8,Own,House,No
L200894,54,5812,3819,700.0,11.0,36.4,7,Mortgage,Personal,No
L200895,46,6812,4821,773.0,9.0,25.0,2,Mortgage,Personal,No
L200896,38,2172,1015,629.0,5.0,8.9,2,Rent,Education,No
L200897,41,6947,1906,602.0,4.0,10.7,8,Own,Personal,No
L200898,52,5068,2691,623.0,8.0,28.6,9,Mortgage,Car,No
L200899,32,6965,4845,567.0,9.0,32.3,9,Mortgage,Personal,No
L200900,44,4874,1254,760.0,10.0,6.1,8,Rent,Personal,No
L200901,36,1500,432,850.0,7.0,25.7,1,Own,Business,No
L200902,40,4726,2188,609.0,0.0,17.9,5,Own,Car,No
L200903,53,6908,3917,701.0,6.0,9.0,7,Rent,Education,No
L200904,42,3391,2012,649.0,2.0,28.5,10,Rent,Car,No
L200905,40,4302,1368,,18.0,11.6,6,,Business,No
L200906,26,4683,1994,734.0,8.0,16.4,11,Own,Car,No
L200907,47,1500,692,580.0,12.0,25.6,1,Own,Education,Yes
L200908,46,8008,2143,626.0,11.0,8.6,10,Rent,Car,No
L200909,62,3378,1777,744.0,10.0,18.7,6,Own,Car,No
L200910,37,5910,1609,696.0,6.0,5.0,4,Rent,House,No
L200911,42,4844,4376,683.0,5.0,31.9,3,Rent,Car,No
L200912,42,7264,4257,696.0,0.0,25.4,4,Rent,Business,No
L200913,56,5731,3019,703.0,9.0,16.4,8,Mortgage,House,No
L200914,39,4577,1494,741.0,,5.0,11,Own,Business,No
L200915,43,3392,1447,713.0,8.0,22.3,6,Mortgage,Business,No
L200916,46,6436,2785,656.0,9.0,22.8,9,Mortgage,Car,No
L200917,42,1628,1930,685.0,2.0,53.0,5,Rent,House,No
L200918,36,6163,6381,655.0,7.0,34.0,11,Mortgage,Education,No
L200919,42,3022,651,608.0,5.0,8.5,9,Own,Personal,No
L200920,51,7254,5925,656.0,11.0,34.6,4,Rent,House,No
L200921,30,5290,2412,652.0,8.0,23.0,4,Own,Education,No
L200922,41,6159,1875,541.0,5.0,17.1,6,Rent,Personal,Yes
L200923,33,5148,4662,714.0,7.0,24.9,10,Rent,Personal,No
L200924,52,1846,612,726.0,3.0,27.0,11,Rent,Personal,No
L200925,25,3451,2222,698.0,6.0,16.1,7,Own,Education,No
L200926,34,6210,5168,722.0,11.0,20.2,2,Own,Car,No
L200927,44,5300,3999,648.0,1.0,6.7,4,Rent,Personal,No
L200928,56,7126,8392,624.0,8.0,52.7,8,Own,Car,Yes
L200929,39,5726,5644,726.0,4.0,51.0,9,Mortgage,House,No
L200930,34,3260,3176,586.0,1.0,33.9,5,Rent,Business,Yes
L200931,59,3567,1982,583.0,17.0,8.1,6,Rent,Business,No
L200932,26,5185,1081,691.0,14.0,15.3,10,Own,Personal,No
L200933,20,1500,1402,689.0,5.0,27.0,7,Own,Car,No
L200934,44,8012,9612,725.0,7.0,52.9,7,Rent,Personal,Yes
L200935,35,5795,3511,540.0,0.0,16.8,3,Mortgage,Car,Yes
L200936,30,7209,8546,653.0,0.0,43.9,2,Rent,Car,Yes
L200937,47,2155,736,581.0,2.0,16.2,10,Mortgage,Business,No
L200938,42,7240,3595,720.0,8.0,22.5,8,Mortgage,Personal,No
L200939,34,9017,3343,753.0,7.0,15.7,9,Own,Education,No
L200940,27,2622,1770,695.0,10.0,38.8,11,Mortgage,Business,No
L200941,49,6389,6370,621.0,11.0,53.6,8,Rent,Education,Yes
L200942,47,5002,2704,608.0,9.0,36.0,8,Mortgage,Car,No
L200943,39,2220,2456,631.0,3.0,42.8,2,Rent,Business,Yes
L200944,58,5887,4385,601.0,10.0,30.6,11,Own,House,Yes
L200945,29,6500,4325,649.0,11.0,37.6,4,Mortgage,Personal,No
L200946,25,3918,3867,607.0,6.0,34.3,6,Own,Car,Yes
L200947,33,7099,2140,563.0,0.0,8.6,8,Mortgage,House,No
L200948,40,2000,1948,687.0,14.0,39.1,2,Own,Education,No
L200949,42,2309,1023,692.0,,17.6,8,Rent,Education,No
L200950,38,5246,2522,779.0,0.0,16.9,1,Rent,House,Yes
L200951,44,5046,4034,630.0,18.0,24.5,11,Mortgage,House,No
L200952,27,3710,4088,528.0,6.0,50.9,6,Own,Car,Yes
L200953,54,6457,5026,717.0,20.0,28.0,8,Rent,Personal,No
L200954,39,5956,5056,725.0,10.0,35.2,8,Rent,Education,No
L200955,51,6545,6392,740.0,7.0,39.0,11,Mortgage,Education,No
L200956,43,4778,2195,763.0,9.0,23.8,7,Rent,Education,No
L200957,45,6085,6251,764.0,4.0,44.7,7,Rent,Education,Yes
L200958,46,4198,2594,592.0,8.0,22.7,11,Rent,Business,Yes
L200959,44,8697,3267,768.0,18.0,11.7,10,Own,Business,No
L200960,46,3537,1946,637.0,4.0,21.1,11,Mortgage,House,No
L200961,53,8790,3921,716.0,11.0,9.0,9,Own,Education,No
L200962,42,5063,2171,678.0,4.0,10.7,2,Rent,House,No
L200963,47,2524,1218,592.0,7.0,23.5,1,Rent,Business,No
L200964,39,7463,2843,741.0,18.0,17.6,2,Own,Education,No
L200965,54,5227,4535,628.0,11.0,27.0,3,Rent,Car,No
L200966,33,6532,5095,790.0,12.0,30.2,9,Mortgage,Personal,No
L200967,58,7203,6111,607.0,8.0,21.4,10,Rent,House,No
L200968,40,5608,3049,590.0,21.0,22.8,7,Own,Personal,No
L200969,26,3934,3815,614.0,3.0,36.1,5,Own,House,No
L200970,41,6756,2227,765.0,0.0,29.9,5,Mortgage,Personal,No
L200971,33,5001,3856,550.0,16.0,35.5,6,Rent,Education,No
L200972,48,6235,2964,724.0,6.0,11.4,2,Mortgage,Car,No
L200973,33,1500,1091,788.0,10.0,21.4,1,Rent,Car,No
L200974,36,5805,3040,648.0,17.0,26.0,11,Rent,Car,No
L200975,21,3851,3814,632.0,10.0,46.7,1,Rent,Car,Yes
L200976,35,7976,8704,666.0,19.0,58.5,3,Rent,House,No
L200977,20,6122,5770,581.0,9.0,47.0,1,Mortgage,House,Yes
L200978,24,5432,2040,845.0,4.0,18.8,9,Rent,Car,No
L200979,48,5875,2790,707.0,0.0,30.4,10,Own,Education,No
L200980,48,3203,3585,575.0,10.0,45.4,5,Rent,House,Yes
L200981,44,7922,5048,603.0,0.0,25.7,9,Rent,Business,Yes
L200982,30,8584,9796,673.0,10.0,35.9,5,Mortgage,Car,No
L200983,40,5707,3381,569.0,,35.8,1,Mortgage,Personal,No
L200984,40,7863,9056,555.0,8.0,47.1,11,Rent,Education,Yes
L200985,28,3976,4476,,9.0,44.2,7,Rent,Business,No
L200986,55,3565,3068,730.0,13.0,28.1,7,Rent,Car,Yes
L200987,49,5074,1060,724.0,,18.2,4,Mortgage,Education,No
L200988,38,33311,19998,656.0,14.0,31.9,3,Mortgage,House,Yes
L200989,40,4291,4768,641.0,8.0,37.2,1,Mortgage,Personal,No
L200990,42,5968,6476,664.0,0.0,47.5,7,Own,Personal,Yes
L200991,20,5552,2151,729.0,14.0,21.9,5,Rent,Business,No
L200992,38,3203,1919,572.0,7.0,14.0,10,Own,Personal,No
L200993,33,5934,6145,606.0,4.0,46.6,1,Rent,Business,Yes
L200994,30,6554,5098,634.0,10.0,34.6,1,Own,Car,No
L200995,37,5309,5560,643.0,9.0,46.9,3,Own,Business,Yes
L200996,58,7075,7263,656.0,4.0,57.0,3,Rent,Car,Yes
L200997,46,2809,3111,658.0,2.0,68.0,2,Rent,Business,Yes
L200998,34,5842,1853,707.0,10.0,22.6,8,Own,Car,No
L200999,46,2893,999,537.0,4.0,15.9,8,Own,House,No
L201000,54,2995,847,548.0,9.0,16.4,6,Mortgage,Education,Yes
L201001,49,3864,4387,613.0,10.0,48.9,5,Own,House,No
L201002,41,3304,2231,720.0,13.0,45.8,6,Rent,Business,No
L201003,34,4014,1061,614.0,19.0,11.7,1,Rent,Education,No
L201004,47,4615,2407,657.0,9.0,17.5,2,Mortgage,Personal,No
L201005,44,6507,3588,669.0,6.0,26.4,7,Own,House,No
L201006,49,4422,4464,682.0,16.0,57.1,1,Own,Personal,Yes
L201007,46,2146,2008,770.0,13.0,29.7,8,Rent,Personal,No
L201008,50,7052,6272,709.0,9.0,30.2,3,Mortgage,House,Yes
L201009,35,3493,775,730.0,9.0,5.0,4,Own,Personal,No
L201010,53,4894,5436,651.0,8.0,34.9,7,Own,House,Yes
L201011,42,5804,2412,763.0,9.0,9.0,10,Mortgage,Car,No
L201012,61,5359,4443,665.0,7.0,40.7,7,Own,Car,Yes
L201013,33,6970,1825,523.0,3.0,12.2,2,Own,Personal,Yes
L201014,57,5862,1650,832.0,8.0,5.0,5,Mortgage,Car,No
L201015,42,3450,723,663.0,17.0,13.9,8,Mortgage,Car,No
L201016,33,8921,6833,697.0,4.0,33.4,9,Rent,Education,Yes
L201017,35,5350,4437,585.0,7.0,40.8,5,Mortgage,House,Yes
L201018,37,4735,1186,814.0,4.0,5.2,2,,Business,No
L201019,44,6735,3303,604.0,14.0,9.8,4,Own,Car,No
L201020,45,5449,5729,633.0,12.0,47.5,11,Rent,Car,Yes
L201021,34,5719,1723,553.0,2.0,18.7,5,Rent,House,Yes
L201022,40,9486,3951,686.0,0.0,7.8,6,Rent,Education,No
L201023,61,4505,2813,640.0,12.0,26.9,6,Mortgage,Personal,No
L201024,57,4428,4615,,1.0,36.8,1,,Business,Yes
L201025,44,5210,2370,655.0,12.0,26.0,6,,Personal,Yes
L201026,40,6929,8295,667.0,5.0,53.2,11,Rent,Car,Yes
L201027,41,2288,1270,643.0,11.0,32.0,10,Own,Business,No
L201028,46,1500,880,533.0,10.0,16.7,1,Rent,Business,Yes
L201029,30,3943,1270,680.0,5.0,7.4,5,Rent,Personal,No
L201030,37,2059,1812,571.0,4.0,32.2,11,,Personal,No
L201031,23,4235,1878,,11.0,13.5,7,Mortgage,Education,No
L201032,44,5904,4894,621.0,5.0,36.1,8,Rent,House,Yes
L201033,46,3397,1437,725.0,14.0,8.3,11,Rent,Personal,No
L201034,35,2432,1430,661.0,4.0,35.7,11,,Car,No
L201035,56,5125,5415,665.0,10.0,56.2,5,Rent,Car,Yes
L201036,28,6553,6153,749.0,6.0,46.4,2,Own,Education,No
L201037,25,1949,691,603.0,8.0,18.2,3,Rent,House,No
L201038,42,6476,5231,,4.0,31.3,7,Rent,House,No
L201039,50,6471,5362,699.0,7.0,34.7,10,Rent,Personal,No
L201040,57,6717,1952,568.0,0.0,5.6,4,Mortgage,House,No
L201041,35,7193,4789,604.0,4.0,27.9,1,Own,Business,No
L201042,51,8964,4129,549.0,5.0,21.1,3,Rent,House,Yes
L201043,40,4359,2908,741.0,8.0,20.1,10,Rent,House,No
L201044,38,5197,5078,590.0,,52.1,2,Rent,House,Yes
L201045,49,4250,1523,614.0,5.0,13.7,9,Own,Education,No
L201046,47,5004,1618,570.0,15.0,5.0,1,Rent,Car,No
L201047,24,7759,3641,,4.0,17.1,9,Own,Business,No
L201048,55,2579,2972,650.0,2.0,41.3,10,Mortgage,Business,No
L201049,54,3450,3270,718.0,,31.2,5,Mortgage,Education,No
L201050,34,7479,1641,567.0,11.0,21.3,6,Own,Car,No
L201051,44,6836,4108,618.0,8.0,24.1,6,Own,Car,No
L201052,45,38199,17472,760.0,11.0,26.5,6,Own,Education,No
L201053,43,6538,5480,733.0,9.0,36.8,9,Own,Personal,No
L201054,34,5614,3701,613.0,8.0,30.2,9,Own,Business,No
L201055,33,7700,8967,657.0,9.0,46.5,11,Own,Education,No
L201056,40,5134,2151,798.0,19.0,13.3,10,Rent,Personal,No
L201057,52,6846,5394,576.0,6.0,41.9,7,Rent,Car,Yes
L201058,45,9756,8782,526.0,18.0,41.2,3,Rent,House,Yes
L201059,36,6077,6232,622.0,12.0,39.6,7,Rent,Education,Yes
L201060,48,5089,3089,,10.0,32.2,5,Mortgage,House,No
L201061,20,6300,5588,604.0,11.0,47.6,9,,Personal,No
L201062,51,4342,2185,728.0,0.0,23.1,8,Rent,Education,No
L201063,23,9298,5909,675.0,7.0,37.8,10,Own,Car,No
L201064,36,5324,5833,618.0,5.0,40.0,6,Own,Car,No
L201065,29,4509,5185,622.0,19.0,38.8,5,,Education,No
L201066,27,3496,3212,608.0,6.0,34.0,10,Rent,Education,Yes
L201067,52,6975,4006,,8.0,23.3,2,Rent,Personal,No
L201068,35,6561,6693,627.0,8.0,53.2,11,Rent,Business,Yes
L201069,43,4105,927,576.0,1.0,6.0,3,Own,Business,No
L201070,40,6038,1828,727.0,5.0,15.2,11,Mortgage,Car,No
L201071,45,2285,1968,641.0,12.0,43.3,11,Own,Car,No
L201072,41,5333,2620,565.0,0.0,23.4,3,Own,Business,No
L201073,27,5815,6695,780.0,10.0,42.1,4,Rent,Personal,Yes
L201074,50,8073,5135,703.0,3.0,15.2,3,Own,Business,No
L201075,35,3613,2274,663.0,14.0,34.9,7,Rent,Education,Yes
L201076,24,2699,2370,645.0,,26.7,6,Mortgage,Education,No
L201077,36,3388,3278,640.0,0.0,35.7,8,Mortgage,Education,No
L201078,55,2594,1752,639.0,6.0,27.3,2,Own,Car,No
L201079,49,7406,3066,641.0,10.0,26.7,2,Rent,Personal,No
L201080,37,7788,7580,619.0,6.0,46.9,1,Rent,Education,Yes
L201081,37,5576,2901,653.0,9.0,22.0,5,Mortgage,House,No
L201082,37,33663,12627,617.0,8.0,24.7,7,Mortgage,Education,No
L201083,61,5241,4359,676.0,12.0,44.7,9,Own,House,No
L201084,44,4829,1403,658.0,10.0,7.8,5,Mortgage,Education,No
L201085,44,4401,5155,611.0,8.0,43.7,11,Own,Business,Yes
L201086,50,4441,3697,654.0,8.0,39.3,11,Rent,Car,Yes
L201087,42,2214,2626,698.0,3.0,61.0,1,Rent,Personal,Yes
L201088,37,5476,2951,502.0,15.0,16.0,3,Own,Education,No
L201089,38,4927,5771,700.0,,32.1,8,Mortgage,Personal,Yes
L201090,39,6342,2192,574.0,6.0,19.0,3,Rent,Personal,No
L201091,40,5168,1244,628.0,,20.5,7,Mortgage,Education,No
L201092,47,4707,1097,462.0,13.0,10.4,10,Mortgage,Car,No
L201093,41,3432,2282,700.0,13.0,47.7,3,Mortgage,Personal,Yes
L201094,47,5130,1452,608.0,9.0,5.0,2,Rent,House,No
L201095,39,6329,4507,625.0,3.0,22.5,10,Rent,Business,Yes
L201096,41,2942,1552,666.0,17.0,15.1,6,Rent,Car,No
L201097,20,5157,2762,522.0,11.0,22.1,2,Mortgage,Business,Yes
L201098,49,5419,4528,664.0,9.0,34.3,10,Own,House,No
L201099,43,3707,1346,705.0,4.0,8.4,5,Rent,House,No
L201100,50,3942,3810,672.0,8.0,47.6,5,Mortgage,Personal,No
L201101,20,5415,4235,632.0,0.0,33.4,5,Mortgage,Education,Yes
L201102,61,2960,3300,663.0,12.0,36.3,6,Mortgage,Business,Yes
L201103,39,5630,3180,655.0,13.0,27.5,3,Own,Business,No
L201104,51,3388,4007,713.0,9.0,43.9,10,Rent,Car,No
L201105,30,6913,5363,748.0,3.0,31.8,5,Rent,Personal,No
L201106,46,9208,10805,631.0,10.0,54.0,8,Rent,House,Yes
L201107,29,3451,784,676.0,12.0,17.1,4,Rent,Personal,No
L201108,34,5962,5533,613.0,4.0,44.5,5,Own,Business,Yes
L201109,59,3692,3753,689.0,13.0,41.1,1,Mortgage,House,No
L201110,38,6874,1740,692.0,11.0,5.0,1,Mortgage,House,No
L201111,42,2723,2121,648.0,7.0,28.6,8,Own,Personal,No
L201112,49,5865,5876,696.0,5.0,40.3,2,Own,Education,Yes
L201113,45,3429,2610,660.0,7.0,42.8,10,Own,Business,No
L201114,42,4627,1221,657.0,3.0,6.3,10,Rent,Car,No
L201115,44,3144,2809,598.0,9.0,37.4,7,Mortgage,Personal,No
L201116,64,6480,1689,672.0,11.0,5.0,7,Own,House,No
L201117,39,3493,3554,620.0,14.0,43.4,11,Rent,Business,No
L201118,42,5994,1457,721.0,9.0,9.4,9,Own,Car,Yes
L201119,51,4381,1478,601.0,10.0,12.5,1,Mortgage,House,No
L201120,51,4794,2278,679.0,7.0,25.8,2,Mortgage,Business,No
L201121,52,5266,4388,642.0,4.0,27.8,1,Mortgage,House,No
L201122,46,3629,4269,679.0,6.0,58.3,1,Own,Personal,Yes
L201123,29,5379,1710,656.0,15.0,6.6,11,Rent,Business,No
L201124,56,7755,2658,603.0,11.0,24.6,4,Own,Personal,No
L201125,29,3599,2047,737.0,10.0,10.0,8,Rent,House,No
L201126,43,7109,7366,598.0,0.0,43.9,10,Own,Car,Yes
L201127,32,44400,20000,705.0,10.0,22.9,8,Mortgage,Education,Yes
L201128,39,3531,1842,541.0,1.0,18.0,11,Rent,House,Yes
L201129,43,2381,1812,640.0,2.0,32.7,9,Rent,Education,Yes
L201130,43,5544,2553,767.0,2.0,15.5,2,Mortgage,Business,No
L201131,44,4015,2414,641.0,4.0,27.6,7,Rent,Business,No
L201132,56,8363,4454,667.0,12.0,23.3,4,Own,Car,Yes
L201133,45,5063,5084,772.0,9.0,57.9,3,Rent,Personal,Yes
L201134,38,3556,3998,650.0,3.0,33.9,4,Mortgage,Education,No
L201135,50,2935,2816,678.0,5.0,40.0,4,Rent,Education,No
L201136,52,6962,4449,702.0,10.0,22.2,3,,House,No
L201137,28,3972,2798,563.0,11.0,29.2,9,Mortgage,Education,Yes
L201138,46,5079,1651,626.0,9.0,11.9,8,Rent,Business,No
L201139,47,6720,6363,669.0,2.0,35.1,10,Mortgage,Personal,Yes
L201140,37,4128,3288,548.0,6.0,27.7,2,Own,House,Yes
L201141,54,4917,5421,756.0,20.0,49.8,3,Rent,Business,No
L201142,38,4970,1991,713.0,2.0,13.0,10,Own,House,No
L201143,41,6230,5979,703.0,10.0,38.2,7,Rent,Personal,No
L201144,38,6063,5364,752.0,19.0,36.9,5,Own,Business,No
L201145,40,4604,2145,711.0,7.0,12.8,1,Own,Personal,No
L201146,29,5115,4437,644.0,17.0,39.6,1,Own,Education,Yes
L201147,26,4331,4870,546.0,5.0,37.3,8,Rent,Car,No
L201148,56,2340,2617,612.0,0.0,48.7,6,Own,Education,Yes
L201149,32,5464,5025,614.0,5.0,40.0,4,Mortgage,House,Yes
L201150,30,8406,2085,703.0,4.0,8.9,3,Own,House,No
L201151,20,3409,3655,666.0,0.0,34.1,9,Rent,Car,Yes
L201152,34,3609,3096,550.0,6.0,34.4,9,Own,Personal,Yes
L201153,27,3433,1752,721.0,13.0,12.2,4,Own,Car,No
L201154,56,6304,2441,753.0,5.0,14.6,11,Mortgage,Personal,No
L201155,50,5807,1836,763.0,6.0,19.0,8,Mortgage,Car,No
L201156,33,4715,1180,581.0,15.0,9.9,4,,Personal,No
L201157,63,3348,3194,683.0,4.0,48.2,8,Rent,Personal,No
L201158,50,5166,2252,,11.0,19.8,7,Own,House,No
L201159,37,2184,490,796.0,0.0,15.2,6,Own,Personal,No
L201160,20,5258,3140,662.0,3.0,29.6,7,Rent,Personal,No
L201161,63,6569,4484,634.0,7.0,38.6,6,Mortgage,Car,Yes
L201162,26,2748,1015,621.0,14.0,5.0,11,Mortgage,Personal,No
L201163,24,2241,547,683.0,3.0,5.6,6,Own,Car,No
L201164,50,7843,3052,696.0,3.0,15.8,7,Rent,Car,No
L201165,64,3899,3428,545.0,9.0,41.6,4,Own,Business,Yes
L201166,54,7045,1988,758.0,10.0,12.6,5,Mortgage,Car,No
L201167,46,4723,3566,693.0,3.0,30.1,9,Own,Car,No
L201168,46,4708,1631,757.0,5.0,22.1,2,Rent,Personal,No
L201169,49,5789,2291,780.0,13.0,13.1,9,Mortgage,Personal,No
L201170,48,3409,2022,653.0,2.0,20.7,5,Mortgage,Personal,No
L201171,43,5238,1576,720.0,10.0,16.2,10,Own,Education,No
L201172,41,4313,1610,620.0,5.0,34.1,1,Own,Personal,Yes
L201173,39,2623,1440,627.0,15.0,21.8,11,Mortgage,Car,No
L201174,32,5607,2970,770.0,11.0,16.0,7,Rent,Personal,No
L201175,37,4526,4296,608.0,12.0,33.4,5,Mortgage,House,Yes
L201176,23,4717,1296,674.0,5.0,8.1,3,Own,Personal,No
L201177,39,2822,2993,596.0,12.0,53.0,3,Mortgage,Business,Yes
L201178,30,7865,7993,614.0,12.0,37.7,1,Mortgage,Personal,Yes
L201179,29,6578,6354,625.0,11.0,41.1,7,Mortgage,Personal,No
L201180,42,6735,3431,761.0,7.0,19.6,2,Rent,Personal,No
L201181,54,4450,4552,696.0,9.0,30.4,8,Own,Business,No
L201182,49,1887,722,719.0,0.0,12.7,4,Own,Personal,No
L201183,24,8515,2762,534.0,17.0,5.0,4,Mortgage,Personal,No
L201184,30,4890,1198,662.0,5.0,11.2,11,Own,Car,No
L201185,49,3652,4161,633.0,6.0,49.5,5,Own,Business,No
L201186,30,5750,2921,694.0,1.0,13.6,9,Own,Car,No
L201187,38,7101,7936,828.0,11.0,40.4,7,Mortgage,Personal,No
L201188,46,4959,2344,493.0,11.0,8.2,3,Mortgage,Car,Yes
L201189,30,7301,8086,688.0,7.0,26.6,4,Mortgage,Personal,No
L201190,41,6949,7671,814.0,0.0,32.1,9,Rent,House,No
L201191,27,3063,3442,624.0,4.0,50.2,1,Mortgage,Car,Yes
L201192,34,3787,2636,670.0,10.0,25.3,8,Own,Personal,No
L201193,43,6724,7167,707.0,9.0,44.3,8,Mortgage,Car,No
L201194,24,1500,1726,509.0,8.0,62.4,7,Rent,Education,Yes
L201195,44,4731,2482,679.0,6.0,29.0,6,Rent,Personal,No
L201196,40,2425,1501,604.0,0.0,29.1,7,Own,House,Yes
L201197,46,4142,3807,803.0,13.0,32.9,10,Own,Education,No
L201198,42,4462,2233,645.0,1.0,32.5,4,Rent,Business,Yes
L201199,54,4355,4154,610.0,7.0,48.0,4,Own,Personal,Yes
L201200,41,4006,1097,,3.0,18.1,5,Rent,Car,No
L201201,36,3025,2189,694.0,13.0,28.9,4,Own,Car,No
L201202,41,9125,2941,723.0,11.0,5.5,4,Own,Education,No
L201203,45,8361,4125,794.0,6.0,31.9,9,Mortgage,House,No
L201204,40,2908,1334,619.0,11.0,25.3,6,Mortgage,House,No
L201205,40,7848,8154,780.0,1.0,39.9,3,Mortgage,House,No
L201206,33,4281,1685,791.0,8.0,13.5,3,Rent,Education,No
L201207,33,5233,5277,606.0,3.0,30.6,10,Mortgage,Personal,No
L201208,26,4886,4856,613.0,13.0,45.8,8,Mortgage,Car,Yes
L201209,57,3812,2664,663.0,10.0,29.3,3,Rent,Car,No
L201210,28,6771,2938,646.0,11.0,20.5,4,Rent,Business,No
L201211,33,5227,2231,780.0,5.0,24.5,6,Own,Car,No
L201212,33,4142,2754,600.0,12.0,32.4,9,Own,Business,No
L201213,49,2652,554,677.0,2.0,5.0,6,Mortgage,House,No
L201214,37,3392,2481,606.0,3.0,29.4,3,Rent,House,Yes
